"InstallKey","ComponentSerial","ComponentCode","ComponentName","Criticality","LeadTimeFlightHours","TailNumber","ModelCode","BaseCode","BaseName","PositionNo","InstalledDate","RemovedDate","RemovalReason","DaysFitted","Sorties","Landings","FlightHours","StressHours","StressRatio","IntervalFlightHours","IntervalStressHours","WeibullShape","PctOfHourInterval","PctOfStressInterval","IsFailure","IsCensored","EventType","DowntimeHours"
"798","ROTOR-ASSY-00284","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","2","9/3/2025 12:00:00 AM","3/31/2026 12:00:00 AM","Scheduled","209","89","208","152.6000","306.8353","2.0107","150.0","150.0","2.60","101.73","204.56","0","1","Scheduled","7.4"
"800","ROTOR-ASSY-00286","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","3","4/17/2024 12:00:00 AM","11/2/2024 12:00:00 AM","Scheduled","199","89","237","152.1167","299.0902","1.9662","150.0","150.0","2.60","101.41","199.39","0","1","Scheduled","3.8"
"801","ROTOR-ASSY-00287","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","3","11/2/2024 12:00:00 AM","6/27/2025 12:00:00 AM","Scheduled","237","83","198","150.7333","311.1238","2.0641","150.0","150.0","2.60","100.49","207.42","0","1","Scheduled","5.3"
"802","ROTOR-ASSY-00288","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","3","6/27/2025 12:00:00 AM","2/3/2026 12:00:00 AM","Scheduled","221","91","219","151.0005","305.8042","2.0252","150.0","150.0","2.60","100.67","203.87","0","1","Scheduled","6.2"
"803","ROTOR-ASSY-00289","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","3","2/3/2026 12:00:00 AM","8/31/2026 12:00:00 AM","Scheduled","209","84","206","150.1665","297.1495","1.9788","150.0","150.0","2.60","100.11","198.10","0","1","Scheduled","3.3"
"805","ROTOR-ASSY-00291","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","4","4/17/2024 12:00:00 AM","7/18/2024 12:00:00 AM","Failure","92","41","99","74.0002","145.8722","1.9712","150.0","150.0","2.60","49.33","97.25","1","0","Unscheduled","19.4"
"806","ROTOR-ASSY-00292","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","4","7/18/2024 12:00:00 AM","11/2/2024 12:00:00 AM","Failure","107","48","138","78.1165","153.2180","1.9614","150.0","150.0","2.60","52.08","102.15","1","0","Unscheduled","26.4"
"807","ROTOR-ASSY-00293","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","4","11/2/2024 12:00:00 AM","5/30/2025 12:00:00 AM","Failure","209","74","174","135.8333","283.5631","2.0876","150.0","150.0","2.60","90.56","189.04","1","0","Unscheduled","22.5"
"808","ROTOR-ASSY-00294","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","4","5/30/2025 12:00:00 AM","1/13/2026 12:00:00 AM","Scheduled","228","90","220","150.4837","300.9551","1.9999","150.0","150.0","2.60","100.32","200.64","0","1","Scheduled","5.1"
"809","ROTOR-ASSY-00295","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","4","1/13/2026 12:00:00 AM","6/6/2026 12:00:00 AM","Failure","144","61","146","108.2501","215.7718","1.9933","150.0","150.0","2.60","72.17","143.85","1","0","Unscheduled","14.9"
"834","ROTOR-ASSY-00297","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","1","7/30/2024 12:00:00 AM","4/19/2025 12:00:00 AM","Scheduled","263","100","219","150.5834","171.2868","1.1375","150.0","150.0","2.60","100.39","114.19","0","1","Scheduled","4.1"
"835","ROTOR-ASSY-00298","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","1","4/19/2025 12:00:00 AM","12/18/2025 12:00:00 AM","Scheduled","243","96","218","151.8663","169.8130","1.1182","150.0","150.0","2.60","101.24","113.21","0","1","Scheduled","5.1"
"836","ROTOR-ASSY-00299","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","1","12/18/2025 12:00:00 AM","3/30/2026 12:00:00 AM","AirframeRetired","102","47","96","72.1336","79.4156","1.1010","150.0","150.0","2.60","48.09","52.94","0","1","Inspection","4.5"
"837","ROTOR-ASSY-00300","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","2","7/30/2024 12:00:00 AM","4/19/2025 12:00:00 AM","Scheduled","263","100","219","150.5834","171.2868","1.1375","150.0","150.0","2.60","100.39","114.19","0","1","Scheduled","4.1"
"838","ROTOR-ASSY-00301","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","2","4/19/2025 12:00:00 AM","12/18/2025 12:00:00 AM","Scheduled","243","96","218","151.8663","169.8130","1.1182","150.0","150.0","2.60","101.24","113.21","0","1","Scheduled","5.9"
"839","ROTOR-ASSY-00302","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","2","12/18/2025 12:00:00 AM","3/30/2026 12:00:00 AM","AirframeRetired","102","47","96","72.1336","79.4156","1.1010","150.0","150.0","2.60","48.09","52.94","0","1","Inspection","3.4"
"840","ROTOR-ASSY-00303","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","3","7/30/2024 12:00:00 AM","4/19/2025 12:00:00 AM","Scheduled","263","100","219","150.5834","171.2868","1.1375","150.0","150.0","2.60","100.39","114.19","0","1","Scheduled","5.7"
"841","ROTOR-ASSY-00304","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","3","4/19/2025 12:00:00 AM","12/18/2025 12:00:00 AM","Scheduled","243","96","218","151.8663","169.8130","1.1182","150.0","150.0","2.60","101.24","113.21","0","1","Scheduled","6.0"
"842","ROTOR-ASSY-00305","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","3","12/18/2025 12:00:00 AM","3/30/2026 12:00:00 AM","AirframeRetired","102","47","96","72.1336","79.4156","1.1010","150.0","150.0","2.60","48.09","52.94","0","1","Inspection","8.3"
"843","ROTOR-ASSY-00306","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","4","7/30/2024 12:00:00 AM","4/19/2025 12:00:00 AM","Scheduled","263","100","219","150.5834","171.2868","1.1375","150.0","150.0","2.60","100.39","114.19","0","1","Scheduled","7.4"
"844","ROTOR-ASSY-00307","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","4","4/19/2025 12:00:00 AM","12/18/2025 12:00:00 AM","Scheduled","243","96","218","151.8663","169.8130","1.1182","150.0","150.0","2.60","101.24","113.21","0","1","Scheduled","6.6"
"845","ROTOR-ASSY-00308","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","4","12/18/2025 12:00:00 AM","3/30/2026 12:00:00 AM","AirframeRetired","102","47","96","72.1336","79.4156","1.1010","150.0","150.0","2.60","48.09","52.94","0","1","Inspection","4.5"
"887","ROTOR-ASSY-00309","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","2/13/2024 12:00:00 AM","9/6/2024 12:00:00 AM","Scheduled","206","88","151","151.4833","323.6434","2.1365","150.0","150.0","2.60","100.99","215.76","0","1","Scheduled","3.7"
"888","ROTOR-ASSY-00310","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","9/6/2024 12:00:00 AM","4/18/2025 12:00:00 AM","Failure","224","84","168","146.5995","320.4206","2.1857","150.0","150.0","2.60","97.73","213.61","1","0","Unscheduled","8.4"
"889","ROTOR-ASSY-00311","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","4/18/2025 12:00:00 AM","9/11/2025 12:00:00 AM","Failure","146","52","95","84.6164","182.6094","2.1581","150.0","150.0","2.60","56.41","121.74","1","0","Unscheduled","23.1"
"890","ROTOR-ASSY-00312","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","9/11/2025 12:00:00 AM","4/28/2026 12:00:00 AM","Scheduled","229","88","154","151.0672","325.7515","2.1563","150.0","150.0","2.60","100.71","217.17","0","1","Scheduled","4.5"
"892","ROTOR-ASSY-00314","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","2","2/13/2024 12:00:00 AM","9/6/2024 12:00:00 AM","Scheduled","206","88","151","151.4833","323.6434","2.1365","150.0","150.0","2.60","100.99","215.76","0","1","Scheduled","5.0"
"893","ROTOR-ASSY-00315","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","2","9/6/2024 12:00:00 AM","4/30/2025 12:00:00 AM","Scheduled","236","87","173","151.4328","330.1818","2.1804","150.0","150.0","2.60","100.96","220.12","0","1","Scheduled","4.6"
"894","ROTOR-ASSY-00316","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","2","4/30/2025 12:00:00 AM","8/21/2025 12:00:00 AM","Failure","113","43","78","70.6165","152.4218","2.1584","150.0","150.0","2.60","47.08","101.61","1","0","Unscheduled","16.9"
"895","ROTOR-ASSY-00317","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","2","8/21/2025 12:00:00 AM","4/13/2026 12:00:00 AM","Scheduled","235","89","150","150.9504","325.6181","2.1571","150.0","150.0","2.60","100.63","217.08","0","1","Scheduled","7.0"
"896","ROTOR-ASSY-00318","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","2","4/13/2026 12:00:00 AM","8/22/2026 12:00:00 AM","Failure","131","39","83","65.2669","140.7963","2.1572","150.0","150.0","2.60","43.51","93.86","1","0","Unscheduled","19.5"
"898","ROTOR-ASSY-00320","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","3","2/13/2024 12:00:00 AM","5/13/2024 12:00:00 AM","Failure","90","47","73","81.3833","169.6990","2.0852","150.0","150.0","2.60","54.26","113.13","1","0","Unscheduled","26.5"
"899","ROTOR-ASSY-00321","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","3","5/13/2024 12:00:00 AM","1/14/2025 12:00:00 AM","Scheduled","246","86","166","150.9330","336.5139","2.2296","150.0","150.0","2.60","100.62","224.34","0","1","Scheduled","3.9"
"900","ROTOR-ASSY-00322","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","3","1/14/2025 12:00:00 AM","9/11/2025 12:00:00 AM","Scheduled","240","91","175","150.3829","320.4605","2.1310","150.0","150.0","2.60","100.26","213.64","0","1","Scheduled","4.8"
"901","ROTOR-ASSY-00323","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","3","9/11/2025 12:00:00 AM","1/2/2026 12:00:00 AM","Failure","113","41","70","70.7337","154.5773","2.1853","150.0","150.0","2.60","47.16","103.05","1","0","Unscheduled","17.2"
"902","ROTOR-ASSY-00324","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","3","1/2/2026 12:00:00 AM","2/13/2026 12:00:00 AM","Failure","42","17","30","29.2834","64.6556","2.2079","150.0","150.0","2.60","19.52","43.10","1","0","Unscheduled","17.8"
"904","ROTOR-ASSY-00326","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","2/13/2024 12:00:00 AM","6/20/2024 12:00:00 AM","Failure","128","64","102","108.8165","229.9879","2.1135","150.0","150.0","2.60","72.54","153.33","1","0","Unscheduled","25.9"
"905","ROTOR-ASSY-00327","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","6/20/2024 12:00:00 AM","12/5/2024 12:00:00 AM","Failure","168","54","110","95.2665","211.4542","2.2196","150.0","150.0","2.60","63.51","140.97","1","0","Unscheduled","25.6"
"906","ROTOR-ASSY-00328","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","12/5/2024 12:00:00 AM","6/21/2025 12:00:00 AM","Failure","198","75","145","128.9331","281.0216","2.1796","150.0","150.0","2.60","85.96","187.35","1","0","Unscheduled","10.2"
"907","ROTOR-ASSY-00329","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","6/21/2025 12:00:00 AM","1/17/2026 12:00:00 AM","Failure","210","78","138","129.4669","279.6208","2.1598","150.0","150.0","2.60","86.31","186.41","1","0","Unscheduled","24.4"
"908","ROTOR-ASSY-00330","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","1/17/2026 12:00:00 AM","7/23/2026 12:00:00 AM","Failure","187","66","120","113.7003","241.5203","2.1242","150.0","150.0","2.60","75.80","161.01","1","0","Unscheduled","15.6"
"952","ROTOR-ASSY-00332","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","1/12/2024 12:00:00 AM","5/22/2024 12:00:00 AM","Failure","131","53","162","84.2166","162.0927","1.9247","150.0","150.0","2.60","56.14","108.06","1","0","Unscheduled","16.9"
"953","ROTOR-ASSY-00333","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","5/22/2024 12:00:00 AM","12/7/2024 12:00:00 AM","Failure","199","79","217","139.7500","287.2759","2.0556","150.0","150.0","2.60","93.17","191.52","1","0","Unscheduled","10.1"
"954","ROTOR-ASSY-00334","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","12/7/2024 12:00:00 AM","5/28/2025 12:00:00 AM","Failure","172","67","156","116.9167","235.9748","2.0183","150.0","150.0","2.60","77.94","157.32","1","0","Unscheduled","10.8"
"955","ROTOR-ASSY-00335","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","5/28/2025 12:00:00 AM","12/20/2025 12:00:00 AM","Scheduled","206","87","257","151.6166","301.5541","1.9889","150.0","150.0","2.60","101.08","201.04","0","1","Scheduled","6.8"
"956","ROTOR-ASSY-00336","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","12/20/2025 12:00:00 AM","7/10/2026 12:00:00 AM","Failure","202","81","206","139.0664","278.5121","2.0027","150.0","150.0","2.60","92.71","185.67","1","0","Unscheduled","8.8"
"958","ROTOR-ASSY-00338","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","2","1/12/2024 12:00:00 AM","7/1/2024 12:00:00 AM","Failure","171","71","218","117.1332","230.4175","1.9671","150.0","150.0","2.60","78.09","153.61","1","0","Unscheduled","20.1"
"959","ROTOR-ASSY-00339","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","2","7/1/2024 12:00:00 AM","12/27/2024 12:00:00 AM","Failure","179","70","178","122.8668","253.0588","2.0596","150.0","150.0","2.60","81.91","168.71","1","0","Unscheduled","24.7"
"960","ROTOR-ASSY-00340","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","2","12/27/2024 12:00:00 AM","7/11/2025 12:00:00 AM","Failure","196","74","185","128.0499","254.8696","1.9904","150.0","150.0","2.60","85.37","169.91","1","0","Unscheduled","21.6"
"961","ROTOR-ASSY-00341","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","2","7/11/2025 12:00:00 AM","1/27/2026 12:00:00 AM","Scheduled","200","86","242","152.0333","306.4993","2.0160","150.0","150.0","2.60","101.36","204.33","0","1","Scheduled","8.5"
"962","ROTOR-ASSY-00342","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","2","1/27/2026 12:00:00 AM","9/12/2026 12:00:00 AM","Scheduled","228","91","250","150.4830","294.4457","1.9567","150.0","150.0","2.60","100.32","196.30","0","1","Scheduled","7.4"
"964","ROTOR-ASSY-00344","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","3","1/12/2024 12:00:00 AM","8/12/2024 12:00:00 AM","Scheduled","213","88","260","150.4166","298.0407","1.9814","150.0","150.0","2.60","100.28","198.69","0","1","Scheduled","8.2"
"965","ROTOR-ASSY-00345","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","3","8/12/2024 12:00:00 AM","12/14/2024 12:00:00 AM","Failure","124","47","122","78.9167","163.4273","2.0709","150.0","150.0","2.60","52.61","108.95","1","0","Unscheduled","11.1"
"966","ROTOR-ASSY-00346","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","3","12/14/2024 12:00:00 AM","7/30/2025 12:00:00 AM","Scheduled","228","87","223","150.8332","300.9128","1.9950","150.0","150.0","2.60","100.56","200.61","0","1","Scheduled","4.8"
"967","ROTOR-ASSY-00347","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","3","7/30/2025 12:00:00 AM","2/10/2026 12:00:00 AM","Scheduled","195","85","232","150.4667","304.8286","2.0259","150.0","150.0","2.60","100.31","203.22","0","1","Scheduled","5.4"
"968","ROTOR-ASSY-00348","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","3","2/10/2026 12:00:00 AM","9/26/2026 12:00:00 AM","Scheduled","228","92","249","151.3497","291.2150","1.9241","150.0","150.0","2.60","100.90","194.14","0","1","Scheduled","5.3"
"970","ROTOR-ASSY-00350","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","4","1/12/2024 12:00:00 AM","8/12/2024 12:00:00 AM","Scheduled","213","88","260","150.4166","298.0407","1.9814","150.0","150.0","2.60","100.28","198.69","0","1","Scheduled","3.8"
"971","ROTOR-ASSY-00351","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","4","8/12/2024 12:00:00 AM","8/3/2024 12:00:00 AM","Scheduled","-9","0","0","0.0000","0.0000","","150.0","150.0","2.60","0.00","0.00","0","1","Scheduled","4.4"
"972","ROTOR-ASSY-00352","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","4","4/1/2025 12:00:00 AM","11/4/2025 12:00:00 AM","Failure","217","90","257","154.1831","310.6710","2.0149","150.0","150.0","2.60","102.79","207.11","1","0","Unscheduled","14.9"
"973","ROTOR-ASSY-00353","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","4","11/4/2025 12:00:00 AM","5/23/2026 12:00:00 AM","Scheduled","200","86","218","150.2498","299.0205","1.9902","150.0","150.0","2.60","100.17","199.35","0","1","Scheduled","7.7"
"1010","ROTOR-ASSY-00355","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","4/18/2024 12:00:00 AM","10/19/2024 12:00:00 AM","Failure","184","67","107","110.6666","251.9130","2.2763","150.0","150.0","2.60","73.78","167.94","1","0","Unscheduled","23.6"
"1011","ROTOR-ASSY-00356","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","10/19/2024 12:00:00 AM","7/9/2025 12:00:00 AM","Scheduled","263","87","163","151.6666","321.0372","2.1167","150.0","150.0","2.60","101.11","214.02","0","1","Scheduled","3.6"
"1012","ROTOR-ASSY-00357","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","7/9/2025 12:00:00 AM","10/31/2025 12:00:00 AM","Failure","114","51","95","89.7501","184.9810","2.0611","150.0","150.0","2.60","59.83","123.32","1","0","Unscheduled","22.7"
"1013","ROTOR-ASSY-00358","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","10/31/2025 12:00:00 AM","7/3/2026 12:00:00 AM","Scheduled","245","89","197","154.8498","327.2894","2.1136","150.0","150.0","2.60","103.23","218.19","0","1","Scheduled","6.7"
"1015","ROTOR-ASSY-00360","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","2","4/18/2024 12:00:00 AM","11/23/2024 12:00:00 AM","Failure","219","79","136","135.0832","304.2032","2.2520","150.0","150.0","2.60","90.06","202.80","1","0","Unscheduled","25.1"
"1016","ROTOR-ASSY-00361","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","2","11/23/2024 12:00:00 AM","8/9/2025 12:00:00 AM","Scheduled","259","90","158","151.5835","315.4867","2.0813","150.0","150.0","2.60","101.06","210.32","0","1","Scheduled","3.9"
"1017","ROTOR-ASSY-00362","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","2","8/9/2025 12:00:00 AM","3/21/2026 12:00:00 AM","Scheduled","224","85","179","150.8165","322.1844","2.1363","150.0","150.0","2.60","100.54","214.79","0","1","Scheduled","3.7"
"1019","ROTOR-ASSY-00364","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","3","4/18/2024 12:00:00 AM","12/20/2024 12:00:00 AM","Scheduled","246","90","154","153.0499","337.1806","2.2031","150.0","150.0","2.60","102.03","224.79","0","1","Scheduled","8.2"
"1020","ROTOR-ASSY-00365","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","3","12/20/2024 12:00:00 AM","8/26/2025 12:00:00 AM","Scheduled","249","89","163","150.5502","316.7481","2.1039","150.0","150.0","2.60","100.37","211.17","0","1","Scheduled","5.7"
"1021","ROTOR-ASSY-00366","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","3","8/26/2025 12:00:00 AM","11/15/2025 12:00:00 AM","Failure","81","27","50","50.8499","109.3897","2.1512","150.0","150.0","2.60","33.90","72.93","1","0","Unscheduled","16.6"
"1022","ROTOR-ASSY-00367","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","3","11/15/2025 12:00:00 AM","6/6/2026 12:00:00 AM","Failure","203","77","173","131.7997","274.5770","2.0833","150.0","150.0","2.60","87.87","183.05","1","0","Unscheduled","18.6"
"1024","ROTOR-ASSY-00369","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","4","4/18/2024 12:00:00 AM","12/20/2024 12:00:00 AM","Scheduled","246","90","154","153.0499","337.1806","2.2031","150.0","150.0","2.60","102.03","224.79","0","1","Scheduled","6.5"
"1025","ROTOR-ASSY-00370","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","4","12/20/2024 12:00:00 AM","8/20/2025 12:00:00 AM","Failure","243","84","151","142.7002","302.7304","2.1214","150.0","150.0","2.60","95.13","201.82","1","0","Unscheduled","14.1"
"1026","ROTOR-ASSY-00371","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","4","8/20/2025 12:00:00 AM","4/8/2026 12:00:00 AM","Scheduled","231","86","180","153.6997","320.9946","2.0885","150.0","150.0","2.60","102.47","214.00","0","1","Scheduled","6.2"
"1027","ROTOR-ASSY-00372","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","4","4/8/2026 12:00:00 AM","8/27/2026 12:00:00 AM","Failure","141","55","116","92.5164","202.0739","2.1842","150.0","150.0","2.60","61.68","134.72","1","0","Unscheduled","11.2"
"1053","ROTOR-ASSY-00374","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-021","MRD-8X","ACADEMY","Training Academy","1","1/8/2024 12:00:00 AM","2/27/2025 12:00:00 AM","Scheduled","416","154","1263","151.2666","287.6368","1.9015","150.0","150.0","2.60","100.84","191.76","0","1","Scheduled","6.8"
"1054","ROTOR-ASSY-00375","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-021","MRD-8X","ACADEMY","Training Academy","1","2/27/2025 12:00:00 AM","3/11/2026 12:00:00 AM","Scheduled","377","149","1207","150.2495","279.8219","1.8624","150.0","150.0","2.60","100.17","186.55","0","1","Scheduled","4.7"
"1056","ROTOR-ASSY-00377","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-021","MRD-8X","ACADEMY","Training Academy","2","1/8/2024 12:00:00 AM","2/27/2025 12:00:00 AM","Scheduled","416","154","1263","151.2666","287.6368","1.9015","150.0","150.0","2.60","100.84","191.76","0","1","Scheduled","4.2"
"1057","ROTOR-ASSY-00378","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-021","MRD-8X","ACADEMY","Training Academy","2","2/27/2025 12:00:00 AM","5/31/2025 12:00:00 AM","Failure","93","37","265","39.3999","67.7189","1.7188","150.0","150.0","2.60","26.27","45.15","1","0","Unscheduled","9.3"
