"InvoiceNo","CustomerID","CustomerName","Segment","Region","SalesRep","RiskTier","CreditLimit","CollectorID","CollectorName","Team","TermsCode","NetDays","DiscountPct","InvoiceDate","DueDate","InvoiceAmount","PaidToDate","DiscountToDate","CreditMemoToDate","WriteOffToDate","OpenBalance","OverAppliedAmount","IsOpen","IsPastDue","DaysPastDue","BucketKey","BucketName","RiskWeight","IsDisputedOpen","DisputeReason"
"INV-029580","C0352","Pioneer Construction - Midwest","Contractor","Midwest","Ben Kowalczyk","Low","110000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-22","2026-01-21","1518.42","0.00","0.00","0.00","0.00","1518.42","0.00","1","0","-21","1","Current","0.00","0",""
"INV-029581","C0354","Westbrook Supply Co. - Southeast","MRO Reseller","Southeast","Luis Moreno","High","25000.00","COL-05","Grace Lindqvist","Small Business","2/10NET30","30","2.00","2025-12-22","2026-01-21","2362.15","0.00","0.00","0.00","0.00","2362.15","0.00","1","0","-21","1","Current","0.00","0",""
"INV-029582","C0359","Stonegate Fabrication - West","OEM Manufacturer","West","Maya Brennan","High","380000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-22","2026-02-20","6675.67","0.00","0.00","0.00","0.00","6675.67","0.00","1","0","-51","1","Current","0.00","0",""
"INV-029583","C0364","Redline Industries - Northeast","OEM Manufacturer","Northeast","Adrian Cole","Low","335000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-22","2026-02-05","1986.89","0.00","0.00","0.00","0.00","1986.89","0.00","1","0","-36","1","Current","0.00","0",""
"INV-029585","C0369","Lakeshore Components","OEM Manufacturer","Midwest","Hana Sato","High","545000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-22","2026-02-20","10946.44","0.00","0.00","0.00","0.00","10946.44","0.00","1","0","-51","1","Current","0.00","0",""
"INV-029586","C0378","Silverline Fabrication - Southwest","OEM Manufacturer","Southwest","Rosa Delgado","Medium","585000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-22","2026-02-05","7827.72","0.00","0.00","0.00","0.00","7827.72","0.00","1","0","-36","1","Current","0.00","0",""
"INV-029587","C0387","Apex Industrial Supply - Southeast","MRO Reseller","Southeast","Dana Whitfield","Medium","80000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-22","2026-01-21","780.54","0.00","0.00","0.00","0.00","780.54","0.00","1","0","-21","1","Current","0.00","0",""
"INV-029588","C0395","Northfield MRO Services","MRO Reseller","Southwest","Rosa Delgado","Low","65000.00","COL-06","Sam Horowitz","Small Business","2/10NET30","30","2.00","2025-12-22","2026-01-21","4697.66","0.00","0.00","0.00","0.00","4697.66","0.00","1","0","-21","1","Current","0.00","0",""
"INV-029589","C0397","Silverline Mechanical - Southwest 3","Contractor","Southwest","Rosa Delgado","Low","40000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-22","2026-02-20","1584.69","0.00","0.00","0.00","0.00","1584.69","0.00","1","0","-51","1","Current","0.00","0",""
"INV-029590","C0009","Ironbridge Fabrication","OEM Manufacturer","Northeast","Nadia Farouk","Medium","590000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","13849.12","0.00","0.00","0.00","0.00","13849.12","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029592","C0012","Lakeshore Mechanical","Contractor","Southeast","Luis Moreno","Low","125000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-23","2026-01-22","4608.84","0.00","0.00","0.00","0.00","4608.84","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029595","C0038","Summit Fabrication","OEM Manufacturer","Northeast","Adrian Cole","High","430000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","17709.37","0.00","0.00","0.00","0.00","17709.37","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029596","C0064","Frontier University Facilities","Institutional","West","Maya Brennan","Low","110000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-12-23","2026-03-23","10022.37","0.00","0.00","0.00","0.00","10022.37","0.00","1","0","-82","1","Current","0.00","0",""
"INV-029597","C0073","Lakeshore Manufacturing","OEM Manufacturer","Northeast","Adrian Cole","High","300000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","16445.74","0.00","0.00","0.00","0.00","16445.74","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029598","C0074","Frontier Fabrication","OEM Manufacturer","Southeast","Dana Whitfield","Medium","600000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","1774.86","0.00","0.00","0.00","0.00","1774.86","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029599","C0075","Ironbridge Mechanical - Southeast 3","Contractor","Southeast","Luis Moreno","Medium","85000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-23","2026-01-22","8484.90","0.00","0.00","0.00","0.00","8484.90","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029600","C0079","Cedar Ridge Machine Works","OEM Manufacturer","West","Owen Price","Low","555000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-23","2026-02-21","5753.40","0.00","0.00","0.00","0.00","5753.40","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029601","C0089","Ironbridge Industrial Supply","MRO Reseller","Southeast","Luis Moreno","Medium","70000.00","COL-05","Grace Lindqvist","Small Business","2/10NET30","30","2.00","2025-12-23","2026-01-22","456.41","0.00","0.00","0.00","0.00","456.41","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029602","C0091","Redline School District","Institutional","Northeast","Adrian Cole","Low","95000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-23","2026-02-21","1634.78","0.00","0.00","0.00","0.00","1634.78","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029603","C0095","Stonegate Fabrication","OEM Manufacturer","West","Owen Price","Low","600000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-23","2026-02-21","4384.36","0.00","0.00","0.00","0.00","4384.36","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029604","C0104","Granite Industrial Supply","MRO Reseller","Midwest","Ben Kowalczyk","Low","105000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-23","2026-01-22","575.44","0.00","0.00","0.00","0.00","575.44","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029605","C0111","Harbor Manufacturing","OEM Manufacturer","West","Owen Price","Medium","405000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","3637.51","0.00","0.00","0.00","0.00","3637.51","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029606","C0114","Titan Construction","Contractor","Northeast","Adrian Cole","Medium","65000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-12-23","2026-01-22","5333.93","0.00","0.00","0.00","0.00","5333.93","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029607","C0115","Ironbridge Contracting","Contractor","Northeast","Adrian Cole","Low","65000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-23","2026-01-22","2801.14","0.00","0.00","0.00","0.00","2801.14","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029608","C0128","Summit Builders","Contractor","Southwest","Kevin Ames","Low","125000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-23","2026-02-21","1102.67","0.00","0.00","0.00","0.00","1102.67","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029609","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-12-23","2026-02-21","8700.76","0.00","0.00","0.00","0.00","8700.76","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029610","C0139","Harbor Machine Works","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","570000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","2166.82","0.00","0.00","0.00","0.00","2166.82","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029611","C0147","Apex Manufacturing - Northeast","OEM Manufacturer","Northeast","Nadia Farouk","Low","455000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","13753.53","0.00","0.00","0.00","0.00","13753.53","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029612","C0156","Frontier County Facilities","Institutional","West","Owen Price","Low","135000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-12-23","2026-03-23","8791.10","0.00","0.00","0.00","0.00","8791.10","0.00","1","0","-82","1","Current","0.00","0",""
"INV-029613","C0163","Keystone Fabrication","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","600000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-23","2026-02-21","2843.80","0.00","0.00","0.00","0.00","2843.80","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029614","C0167","Lakeshore MRO Services","MRO Reseller","Northeast","Adrian Cole","Medium","85000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-23","2026-01-22","880.86","0.00","0.00","0.00","0.00","880.86","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029615","C0170","Titan Industries","OEM Manufacturer","Northeast","Adrian Cole","Low","580000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","15419.74","0.00","0.00","0.00","0.00","15419.74","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029616","C0189","Granite Mechanical","Contractor","Northeast","Adrian Cole","Medium","65000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-23","2026-01-22","6787.02","0.00","0.00","0.00","0.00","6787.02","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029617","C0193","Silverline Industrial Supply - Northeast","MRO Reseller","Northeast","Nadia Farouk","Medium","115000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-23","2026-01-22","1817.00","0.00","0.00","0.00","0.00","1817.00","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029618","C0195","Redline Manufacturing","OEM Manufacturer","Southwest","Kevin Ames","Medium","360000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-23","2026-02-21","4995.56","0.00","0.00","0.00","0.00","4995.56","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029619","C0197","Harbor Machine Works - Southwest 3","OEM Manufacturer","Southwest","Kevin Ames","Low","470000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-23","2026-02-21","8348.65","0.00","0.00","0.00","0.00","8348.65","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029620","C0202","Harbor MRO Services","MRO Reseller","Southeast","Dana Whitfield","Low","110000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-23","2026-01-22","1227.86","0.00","0.00","0.00","0.00","1227.86","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029621","C0223","Stonegate MRO Services","MRO Reseller","Southeast","Dana Whitfield","Low","55000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-23","2026-01-22","607.06","0.00","0.00","0.00","0.00","607.06","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029622","C0246","Lakeshore Industrial Supply","MRO Reseller","Southeast","Luis Moreno","Low","90000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-23","2026-01-22","2240.10","0.00","0.00","0.00","0.00","2240.10","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029623","C0248","Lakeshore Contracting - Midwest","Contractor","Midwest","Ben Kowalczyk","Medium","120000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-23","2026-01-22","2119.96","0.00","0.00","0.00","0.00","2119.96","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029624","C0270","Stonegate Maintenance Supply - Southeast","MRO Reseller","Southeast","Dana Whitfield","Medium","45000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-23","2026-01-22","886.79","0.00","0.00","0.00","0.00","886.79","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029625","C0281","Westbrook Fabrication","OEM Manufacturer","Midwest","Hana Sato","Low","510000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-23","2026-02-21","17221.69","0.00","0.00","0.00","0.00","17221.69","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029626","C0282","Ironbridge Electric - Southeast","Contractor","Southeast","Luis Moreno","Low","140000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-23","2026-01-22","4587.22","0.00","0.00","0.00","0.00","4587.22","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029627","C0294","Titan Components","OEM Manufacturer","Northeast","Adrian Cole","Low","215000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-23","2026-02-21","10753.16","0.00","0.00","0.00","0.00","10753.16","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029628","C0323","Titan Parts & Service - Southwest 3","MRO Reseller","Southwest","Kevin Ames","Low","30000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-23","2026-01-22","1820.77","0.00","0.00","0.00","0.00","1820.77","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029629","C0328","Westbrook Industries","OEM Manufacturer","Midwest","Ben Kowalczyk","Low","590000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","6067.95","0.00","0.00","0.00","0.00","6067.95","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029630","C0329","Northfield School District - Midwest","Institutional","Midwest","Hana Sato","Low","230000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-12-23","2026-03-23","2427.58","0.00","0.00","0.00","0.00","2427.58","0.00","1","0","-82","1","Current","0.00","0",""
"INV-029631","C0339","Summit Components","OEM Manufacturer","Southwest","Rosa Delgado","Low","445000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","1662.78","0.00","0.00","0.00","0.00","1662.78","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029632","C0341","Summit Supply Co. - Southeast","MRO Reseller","Southeast","Dana Whitfield","Medium","110000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-23","2026-01-22","2506.23","0.00","0.00","0.00","0.00","2506.23","0.00","1","0","-22","1","Current","0.00","0",""
"INV-029633","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","1700.74","0.00","0.00","0.00","0.00","1700.74","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029634","C0359","Stonegate Fabrication - West","OEM Manufacturer","West","Maya Brennan","High","380000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-23","2026-02-21","2370.49","0.00","0.00","0.00","0.00","2370.49","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029635","C0369","Lakeshore Components","OEM Manufacturer","Midwest","Hana Sato","High","545000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-23","2026-02-21","10663.08","0.00","0.00","0.00","0.00","10663.08","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029636","C0384","Riverbend Industries - Southeast","OEM Manufacturer","Southeast","Luis Moreno","Low","370000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-23","2026-02-21","1625.30","0.00","0.00","0.00","0.00","1625.30","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029637","C0390","Titan Mechanical","Contractor","West","Owen Price","Low","135000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-23","2026-02-21","7790.91","0.00","0.00","0.00","0.00","7790.91","0.00","1","0","-52","1","Current","0.00","0",""
"INV-029638","C0393","Silverline Components - West 3","OEM Manufacturer","West","Owen Price","Low","415000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-23","2026-02-06","17384.41","0.00","0.00","0.00","0.00","17384.41","0.00","1","0","-37","1","Current","0.00","0",""
"INV-029639","C0002","Cedar Ridge Mechanical","Contractor","Midwest","Hana Sato","Low","140000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-12-24","2026-01-23","4056.81","0.00","0.00","0.00","0.00","4056.81","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029640","C0004","Ironbridge Mechanical","Contractor","Northeast","Nadia Farouk","Medium","135000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-12-24","2026-01-23","888.88","0.00","0.00","0.00","0.00","888.88","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029641","C0008","Silverline Maintenance Supply","MRO Reseller","Southwest","Kevin Ames","Low","105000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-24","2026-01-23","1964.23","0.00","0.00","0.00","0.00","1964.23","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029642","C0017","Silverline Fabrication","OEM Manufacturer","Southwest","Kevin Ames","Low","500000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-24","2026-02-07","4875.68","0.00","0.00","0.00","0.00","4875.68","0.00","1","0","-38","1","Current","0.00","0",""
"INV-029643","C0018","Redline Industries","OEM Manufacturer","Northeast","Nadia Farouk","Low","435000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-24","2026-02-07","3492.13","0.00","0.00","0.00","0.00","3492.13","0.00","1","0","-38","1","Current","0.00","0",""
"INV-029644","C0022","Apex Contracting","Contractor","Southeast","Dana Whitfield","Medium","65000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-12-24","2026-01-23","5431.13","0.00","0.00","0.00","0.00","5431.13","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029645","C0023","Harbor Builders","Contractor","West","Owen Price","High","120000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-12-24","2026-02-22","1212.91","0.00","0.00","0.00","0.00","1212.91","0.00","1","0","-53","1","Current","0.00","0",""
"INV-029646","C0031","Stonegate Machine Works","OEM Manufacturer","Northeast","Adrian Cole","Low","515000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-24","2026-02-22","10759.77","0.00","0.00","0.00","0.00","10759.77","0.00","1","0","-53","1","Current","0.00","0",""
"INV-029647","C0055","Silverline Components","OEM Manufacturer","Midwest","Ben Kowalczyk","Low","440000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-24","2026-02-07","3112.00","0.00","0.00","0.00","0.00","3112.00","0.00","1","0","-38","1","Current","0.00","0",""
"INV-029648","C0057","Frontier School District","Institutional","Northeast","Nadia Farouk","Low","205000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-24","2026-02-22","2729.87","0.00","0.00","0.00","0.00","2729.87","0.00","1","0","-53","1","Current","0.00","0",""
"INV-029649","C0058","Lakeshore Builders","Contractor","Southwest","Kevin Ames","Low","55000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-24","2026-02-22","837.17","0.00","0.00","0.00","0.00","837.17","0.00","1","0","-53","1","Current","0.00","0",""
"INV-029650","C0066","Summit Industries","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","385000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-24","2026-02-22","4639.98","0.00","0.00","0.00","0.00","4639.98","0.00","1","0","-53","1","Current","0.00","0",""
"INV-029651","C0068","Harbor Industries","OEM Manufacturer","Southwest","Rosa Delgado","High","600000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-24","2026-02-22","8437.84","0.00","0.00","0.00","0.00","8437.84","0.00","1","0","-53","1","Current","0.00","0",""
"INV-029652","C0069","Ironbridge Electric","Contractor","Southwest","Rosa Delgado","High","80000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-12-24","2026-01-23","4738.65","0.00","0.00","0.00","0.00","4738.65","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029653","C0075","Ironbridge Mechanical - Southeast 3","Contractor","Southeast","Luis Moreno","Medium","85000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-24","2026-01-23","4105.85","0.00","0.00","0.00","0.00","4105.85","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029654","C0084","Granite Construction","Contractor","Southwest","Rosa Delgado","Medium","145000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-12-24","2026-01-23","5295.39","0.00","0.00","0.00","0.00","5295.39","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029656","C0089","Ironbridge Industrial Supply","MRO Reseller","Southeast","Luis Moreno","Medium","70000.00","COL-05","Grace Lindqvist","Small Business","2/10NET30","30","2.00","2025-12-24","2026-01-23","1156.66","0.00","0.00","0.00","0.00","1156.66","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029657","C0103","Northfield Electric","Contractor","Southeast","Dana Whitfield","Medium","115000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-24","2026-01-23","2439.36","0.00","0.00","0.00","0.00","2439.36","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029658","C0108","Cedar Ridge Construction - Southeast","Contractor","Southeast","Luis Moreno","Medium","135000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-24","2026-01-23","4419.22","0.00","0.00","0.00","0.00","4419.22","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029659","C0120","Ironbridge Medical Center","Institutional","Southeast","Dana Whitfield","Low","175000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-24","2026-02-22","7473.75","0.00","0.00","0.00","0.00","7473.75","0.00","1","0","-53","1","Current","0.00","0",""
"INV-029660","C0121","Apex Manufacturing","OEM Manufacturer","Midwest","Hana Sato","Low","385000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-24","2026-02-22","2848.52","0.00","0.00","0.00","0.00","2848.52","0.00","1","0","-53","1","Current","0.00","0",""
"INV-029661","C0122","Frontier Fabrication - Northeast","OEM Manufacturer","Northeast","Adrian Cole","Low","435000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-24","2026-02-07","14032.59","0.00","0.00","0.00","0.00","14032.59","0.00","1","0","-38","1","Current","0.00","0",""
"INV-029662","C0124","Riverbend MRO Services - West","MRO Reseller","West","Owen Price","High","110000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-24","2026-01-23","1167.26","0.00","0.00","0.00","0.00","1167.26","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029663","C0135","Oakmont Medical Center - Midwest","Institutional","Midwest","Hana Sato","Low","155000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-12-24","2026-03-24","3353.30","0.00","0.00","0.00","0.00","3353.30","0.00","1","0","-83","1","Current","0.00","0",""
"INV-029665","C0143","Northfield Parts & Service","MRO Reseller","Southwest","Kevin Ames","Medium","105000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-24","2026-01-23","557.86","0.00","0.00","0.00","0.00","557.86","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029666","C0159","Apex Builders","Contractor","Northeast","Adrian Cole","Medium","150000.00","COL-02","Marcus Bell","Strategic Accounts","2/10NET30","30","2.00","2025-12-24","2026-01-23","6793.77","0.00","0.00","0.00","0.00","6793.77","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029667","C0164","Lakeshore Fabrication","OEM Manufacturer","Southwest","Rosa Delgado","Medium","240000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-24","2026-02-07","4039.93","0.00","0.00","0.00","0.00","4039.93","0.00","1","0","-38","1","Current","0.00","0",""
"INV-029668","C0169","Apex Components","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","290000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-24","2026-02-22","8506.94","0.00","0.00","0.00","0.00","8506.94","0.00","1","0","-53","1","Current","0.00","0",""
"INV-029669","C0170","Titan Industries","OEM Manufacturer","Northeast","Adrian Cole","Low","580000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-24","2026-02-07","1674.39","0.00","0.00","0.00","0.00","1674.39","0.00","1","0","-38","1","Current","0.00","0",""
"INV-029670","C0184","Bluewater Parts & Service - West","MRO Reseller","West","Maya Brennan","Low","60000.00","COL-05","Grace Lindqvist","Small Business","2/10NET30","30","2.00","2025-12-24","2026-01-23","1468.41","0.00","0.00","0.00","0.00","1468.41","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029671","C0186","Redline Parts & Service - Northeast","MRO Reseller","Northeast","Nadia Farouk","Low","100000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-24","2026-01-23","453.20","0.00","0.00","0.00","0.00","453.20","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029672","C0190","Harbor Fabrication","OEM Manufacturer","West","Owen Price","Medium","580000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-24","2026-02-07","9047.03","0.00","0.00","0.00","0.00","9047.03","0.00","1","0","-38","1","Current","0.00","0",""
"INV-029673","C0193","Silverline Industrial Supply - Northeast","MRO Reseller","Northeast","Nadia Farouk","Medium","115000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-24","2026-01-23","2720.15","0.00","0.00","0.00","0.00","2720.15","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029674","C0198","Titan Maintenance Supply - Northeast","MRO Reseller","Northeast","Adrian Cole","Low","60000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-24","2026-01-23","1226.59","0.00","0.00","0.00","0.00","1226.59","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029675","C0204","Cedar Ridge Builders","Contractor","West","Owen Price","Low","50000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-12-24","2026-02-22","8244.43","0.00","0.00","0.00","0.00","8244.43","0.00","1","0","-53","1","Current","0.00","0",""
"INV-029676","C0217","Apex Contracting - Southeast","Contractor","Southeast","Dana Whitfield","Low","135000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-24","2026-01-23","6499.77","0.00","0.00","0.00","0.00","6499.77","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029677","C0218","Riverbend Parts & Service - Midwest","MRO Reseller","Midwest","Hana Sato","Low","115000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-24","2026-01-23","739.50","0.00","0.00","0.00","0.00","739.50","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029678","C0247","Westbrook Contracting","Contractor","Northeast","Adrian Cole","Medium","30000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-24","2026-01-23","2545.94","0.00","0.00","0.00","0.00","2545.94","0.00","1","0","-23","1","Current","0.00","0",""
"INV-029679","C0251","Silverline Mechanical - Southwest","Contractor","Southwest","Kevin Ames","Low","140000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-12-24","2026-02-22","948.41","0.00","0.00","0.00","0.00","948.41","0.00","1","0","-53","1","Current","0.00","0",""
