"PromiseNo","CustomerID","CustomerName","RiskTier","Segment","CollectorName","PromiseMadeDate","PromisedPayDate","PromisedAmount","CashInWindow","PctOfPromise","DaysSincePromised","PromiseStatus"
"PTP-001049","C0088","Westbrook Builders - West","High","Contractor","Elena Ruiz","2025-10-06","2025-10-12","6844.78","10913.14","159.44","80","Kept"
"PTP-001053","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-09-20","2025-10-13","1820.31","0.00","0.00","79","Broken"
"PTP-001052","C0218","Riverbend Parts & Service - Midwest","Low","MRO Reseller","Sam Horowitz","2025-10-01","2025-10-13","878.06","1968.54","224.19","79","Kept"
"PTP-001055","C0190","Harbor Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-09-30","2025-10-14","1788.48","1905.93","106.57","78","Kept"
"PTP-001056","C0332","Bluewater Parts & Service - Southwest 4","Medium","MRO Reseller","Sam Horowitz","2025-10-03","2025-10-14","2794.40","3505.90","125.46","78","Kept"
"PTP-001054","C0139","Harbor Machine Works","Medium","OEM Manufacturer","Priya Natarajan","2025-10-02","2025-10-14","2595.74","2673.71","103.00","78","Kept"
"PTP-001057","C0188","Westbrook Industrial Supply - Southwest","High","MRO Reseller","Sam Horowitz","2025-10-02","2025-10-15","881.62","930.61","105.56","77","Kept"
"PTP-001058","C0210","Harbor Construction - Southwest","Low","Contractor","Tomas Okafor","2025-10-07","2025-10-15","6676.65","6783.33","101.60","77","Kept"
"PTP-001059","C0238","Oakmont Builders - Midwest","Low","Contractor","Tomas Okafor","2025-10-13","2025-10-15","4748.83","4958.65","104.42","77","Kept"
"PTP-001060","C0361","Titan University Facilities - Midwest","Low","Institutional","Priya Natarajan","2025-10-06","2025-10-15","3782.46","6006.87","158.81","77","Kept"
"PTP-001061","C0371","Pioneer Water Authority","Low","Institutional","Marcus Bell","2025-10-06","2025-10-15","4722.38","5110.46","108.22","77","Kept"
"PTP-001064","C0319","Ironbridge Medical Center - Southwest 3","Low","Institutional","Tomas Okafor","2025-10-11","2025-10-16","4501.10","4739.99","105.31","76","Kept"
"PTP-001063","C0157","Crestview School District - Southwest","Low","Institutional","Tomas Okafor","2025-10-11","2025-10-16","6827.53","7219.29","105.74","76","Kept"
"PTP-001062","C0097","Pioneer MRO Services","Low","MRO Reseller","Grace Lindqvist","2025-10-09","2025-10-16","1234.39","1369.96","110.98","76","Kept"
"PTP-001066","C0122","Frontier Fabrication - Northeast","Low","OEM Manufacturer","Priya Natarajan","2025-10-04","2025-10-17","2067.14","7009.11","339.07","75","Kept"
"PTP-001067","C0133","Oakmont Construction","Medium","Contractor","Elena Ruiz","2025-10-12","2025-10-17","2401.34","2483.30","103.41","75","Kept"
"PTP-001065","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-10-06","2025-10-17","1675.67","0.00","0.00","75","Broken"
"PTP-001068","C0353","Summit Mechanical - Southwest 3","High","Contractor","Priya Natarajan","2025-10-06","2025-10-17","6334.36","6592.25","104.07","75","Kept"
"PTP-001074","C0387","Apex Industrial Supply - Southeast","Medium","MRO Reseller","Sam Horowitz","2025-10-09","2025-10-18","3300.24","3345.95","101.39","74","Kept"
"PTP-001069","C0042","Bluewater Industries","High","OEM Manufacturer","Priya Natarajan","2025-10-14","2025-10-18","3654.04","3849.83","105.36","74","Kept"
"PTP-001071","C0142","Riverbend Mechanical","Low","Contractor","Tomas Okafor","2025-10-06","2025-10-18","6452.45","7135.17","110.58","74","Kept"
"PTP-001070","C0087","Riverbend Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-10-09","2025-10-18","510.00","4358.81","854.67","74","Kept"
"PTP-001073","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-10-09","2025-10-18","4877.24","0.00","0.00","74","Broken"
"PTP-001072","C0236","Northfield Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-10-08","2025-10-18","3167.67","3447.67","108.84","74","Kept"
"PTP-001075","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-10-04","2025-10-19","1007.11","0.00","0.00","73","Broken"
"PTP-001076","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-10-06","2025-10-19","2198.56","0.00","0.00","73","Broken"
"PTP-001077","C0384","Riverbend Industries - Southeast","Low","OEM Manufacturer","Priya Natarajan","2025-10-15","2025-10-19","1788.44","1852.80","103.60","73","Kept"
"PTP-001081","C0369","Lakeshore Components","High","OEM Manufacturer","Marcus Bell","2025-10-11","2025-10-20","4244.14","4263.42","100.45","72","Kept"
"PTP-001082","C0393","Silverline Components - West 3","Low","OEM Manufacturer","Priya Natarajan","2025-10-09","2025-10-20","3938.86","12523.90","317.96","72","Kept"
"PTP-001080","C0190","Harbor Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-10-07","2025-10-20","2055.38","32401.22","1576.41","72","Kept"
"PTP-001078","C0086","Crestview Contracting - Southeast","Medium","Contractor","Tomas Okafor","2025-10-07","2025-10-20","3610.68","3840.86","106.37","72","Kept"
"PTP-001079","C0159","Apex Builders","Medium","Contractor","Marcus Bell","2025-10-08","2025-10-20","3095.09","3215.03","103.88","72","Kept"
"PTP-001084","C0026","Northfield Components","Low","OEM Manufacturer","Priya Natarajan","2025-10-12","2025-10-21","1606.03","12333.90","767.97","71","Kept"
"PTP-001083","C0001","Silverline MRO Services","Medium","MRO Reseller","Grace Lindqvist","2025-10-13","2025-10-21","2573.18","3249.30","126.28","71","Kept"
"PTP-001085","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-10-09","2025-10-21","1537.14","0.00","0.00","71","Broken"
"PTP-001086","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-10-08","2025-10-21","824.83","0.00","0.00","71","Broken"
"PTP-001087","C0306","Apex Builders - Southwest 3","Low","Contractor","Tomas Okafor","2025-10-08","2025-10-21","1136.86","1239.98","109.07","71","Kept"
"PTP-001089","C0219","Titan Construction - Southwest 3","Low","Contractor","Elena Ruiz","2025-10-18","2025-10-22","806.79","829.85","102.86","70","Kept"
"PTP-001088","C0101","Redline University Facilities - Northeast","Low","Institutional","Marcus Bell","2025-10-12","2025-10-22","3104.85","6822.98","219.75","70","Kept"
"PTP-001090","C0359","Stonegate Fabrication - West","High","OEM Manufacturer","Marcus Bell","2025-10-16","2025-10-22","1763.18","4533.41","257.12","70","Kept"
"PTP-001092","C0372","Cedar Ridge Mechanical - Southeast 3","Low","Contractor","Tomas Okafor","2025-10-10","2025-10-22","3632.05","3824.71","105.30","70","Kept"
"PTP-001091","C0363","Granite Parts & Service - Midwest","High","MRO Reseller","Grace Lindqvist","2025-10-14","2025-10-22","1799.14","2436.41","135.42","70","Kept"
"PTP-001094","C0354","Westbrook Supply Co. - Southeast","High","MRO Reseller","Grace Lindqvist","2025-10-19","2025-10-23","4228.16","5960.62","140.97","69","Kept"
"PTP-001093","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-09-28","2025-10-23","695.82","0.00","0.00","69","Broken"
"PTP-001099","C0278","Westbrook Medical Center","Low","Institutional","Tomas Okafor","2025-10-10","2025-10-24","7945.88","8764.76","110.31","68","Kept"
"PTP-001098","C0260","Harbor Industrial Supply","High","MRO Reseller","Grace Lindqvist","2025-10-20","2025-10-24","3857.47","4160.86","107.86","68","Kept"
"PTP-001096","C0232","Titan Builders - Southwest","High","Contractor","Tomas Okafor","2025-10-04","2025-10-24","5959.28","0.00","0.00","68","Broken"
"PTP-001097","C0234","Redline University Facilities - Midwest 3","Low","Institutional","Tomas Okafor","2025-10-12","2025-10-24","1931.81","2021.18","104.63","68","Kept"
"PTP-001095","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-10-12","2025-10-24","1165.95","0.00","0.00","68","Broken"
"PTP-001100","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-10-02","2025-10-24","2824.36","0.00","0.00","68","Broken"
"PTP-001101","C0398","Pioneer Parts & Service - Southwest","High","MRO Reseller","Grace Lindqvist","2025-10-11","2025-10-24","727.86","745.27","102.39","68","Kept"
"PTP-001104","C0393","Silverline Components - West 3","Low","OEM Manufacturer","Priya Natarajan","2025-10-16","2025-10-25","1491.95","18533.66","1242.24","67","Kept"
"PTP-001103","C0163","Keystone Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-10-18","2025-10-25","1591.40","1639.49","103.02","67","Kept"
"PTP-001102","C0035","Summit Mechanical","Low","Contractor","Tomas Okafor","2025-10-12","2025-10-25","5067.98","12470.75","246.07","67","Kept"
"PTP-001105","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-10-04","2025-10-26","4900.65","0.00","0.00","66","Broken"
"PTP-001106","C0389","Ironbridge Components - Southeast","Medium","OEM Manufacturer","Marcus Bell","2025-10-20","2025-10-26","10418.23","11126.70","106.80","66","Kept"
"PTP-001112","C0373","Riverbend Electric - West 4","High","Contractor","Elena Ruiz","2025-10-22","2025-10-27","6037.72","6542.47","108.36","65","Kept"
"PTP-001110","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-10-15","2025-10-27","5379.15","0.00","0.00","65","Broken"
"PTP-001109","C0283","Apex Industries","Low","OEM Manufacturer","Priya Natarajan","2025-10-12","2025-10-27","1975.57","17664.19","894.13","65","Kept"
"PTP-001111","C0340","Bluewater Contracting","Low","Contractor","Tomas Okafor","2025-10-15","2025-10-27","3215.29","8370.51","260.33","65","Kept"
"PTP-001108","C0223","Stonegate MRO Services","Low","MRO Reseller","Sam Horowitz","2025-10-21","2025-10-27","1638.38","1796.46","109.65","65","Kept"
"PTP-001107","C0080","Frontier Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-10-17","2025-10-27","1176.79","1695.04","144.04","65","Kept"
"PTP-001114","C0163","Keystone Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-10-18","2025-10-28","3919.19","0.00","0.00","64","Broken"
"PTP-001113","C0068","Harbor Industries","High","OEM Manufacturer","Priya Natarajan","2025-10-16","2025-10-28","2092.28","6057.77","289.53","64","Kept"
"PTP-001115","C0195","Redline Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-10-18","2025-10-28","11494.53","11873.60","103.30","64","Kept"
"PTP-001116","C0232","Titan Builders - Southwest","High","Contractor","Tomas Okafor","2025-10-10","2025-10-28","591.12","0.00","0.00","64","Broken"
"PTP-001117","C0255","Riverbend Fabrication","Low","OEM Manufacturer","Marcus Bell","2025-10-20","2025-10-28","1732.76","5247.10","302.82","64","Kept"
"PTP-001118","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-10-09","2025-10-28","4159.09","0.00","0.00","64","Broken"
"PTP-001121","C0328","Westbrook Industries","Low","OEM Manufacturer","Priya Natarajan","2025-10-17","2025-10-28","1582.45","7251.36","458.24","64","Kept"
"PTP-001119","C0296","Crestview Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-10-23","2025-10-28","8834.81","10151.90","114.91","64","Kept"
"PTP-001120","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-10-20","2025-10-28","3617.51","0.00","0.00","64","Broken"
"PTP-001122","C0369","Lakeshore Components","High","OEM Manufacturer","Marcus Bell","2025-10-20","2025-10-28","7400.85","7940.49","107.29","64","Kept"
"PTP-001127","C0335","Riverbend Supply Co. - Northeast","Medium","MRO Reseller","Sam Horowitz","2025-10-19","2025-10-29","866.15","899.04","103.80","63","Kept"
"PTP-001128","C0350","Crestview Industries","Low","OEM Manufacturer","Marcus Bell","2025-10-27","2025-10-29","6238.44","22395.53","358.99","63","Kept"
"PTP-001123","C0043","Bluewater Construction","Low","Contractor","Elena Ruiz","2025-10-17","2025-10-29","2600.69","23876.30","918.08","63","Kept"
"PTP-001124","C0043","Bluewater Construction","Low","Contractor","Elena Ruiz","2025-10-21","2025-10-29","7713.17","23876.30","309.55","63","Kept"
"PTP-001126","C0175","Redline Mechanical - Southwest","Low","Contractor","Elena Ruiz","2025-10-18","2025-10-29","8195.54","8207.50","100.15","63","Kept"
"PTP-001125","C0099","Northfield Water Authority","Low","Institutional","Priya Natarajan","2025-10-24","2025-10-29","1752.65","1782.69","101.71","63","Kept"
"PTP-001129","C0165","Northfield School District","Low","Institutional","Marcus Bell","2025-10-28","2025-10-30","8414.08","8971.22","106.62","62","Kept"
"PTP-001131","C0317","Apex Industrial Supply","Low","MRO Reseller","Sam Horowitz","2025-10-24","2025-10-30","484.80","2632.28","542.96","62","Kept"
"PTP-001130","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-10-19","2025-10-30","1106.59","0.00","0.00","62","Broken"
"PTP-001133","C0193","Silverline Industrial Supply - Northeast","Medium","MRO Reseller","Grace Lindqvist","2025-10-27","2025-10-31","629.75","655.65","104.11","61","Kept"
"PTP-001134","C0215","Silverline Medical Center","Low","Institutional","Marcus Bell","2025-10-23","2025-10-31","5506.51","5786.62","105.09","61","Kept"
"PTP-001137","C0321","Granite Parts & Service","Low","MRO Reseller","Sam Horowitz","2025-10-20","2025-10-31","570.84","600.37","105.17","61","Kept"
"PTP-001136","C0301","Titan Builders - Midwest 4","Medium","Contractor","Elena Ruiz","2025-10-28","2025-10-31","4454.76","6038.43","135.55","61","Kept"
"PTP-001135","C0294","Titan Components","Low","OEM Manufacturer","Priya Natarajan","2025-10-21","2025-10-31","10114.68","10301.29","101.84","61","Kept"
"PTP-001132","C0143","Northfield Parts & Service","Medium","MRO Reseller","Sam Horowitz","2025-10-20","2025-10-31","4010.85","7928.92","197.69","61","Kept"
"PTP-001138","C0399","Riverbend Electric - West 5","Medium","Contractor","Elena Ruiz","2025-10-17","2025-10-31","3624.09","5662.72","156.25","61","Kept"
"PTP-001140","C0291","Redline Contracting","Low","Contractor","Tomas Okafor","2025-10-25","2025-11-01","3493.76","3663.81","104.87","60","Kept"
"PTP-001139","C0231","Silverline Components - Northeast","Medium","OEM Manufacturer","Priya Natarajan","2025-10-29","2025-11-01","1774.56","4990.76","281.24","60","Kept"
"PTP-001143","C0289","Apex Builders - West","Low","Contractor","Tomas Okafor","2025-10-24","2025-11-02","1012.95","5787.27","571.33","59","Kept"
"PTP-001142","C0139","Harbor Machine Works","Medium","OEM Manufacturer","Priya Natarajan","2025-10-24","2025-11-02","12196.51","25970.57","212.93","59","Kept"
"PTP-001141","C0122","Frontier Fabrication - Northeast","Low","OEM Manufacturer","Priya Natarajan","2025-10-27","2025-11-02","11318.42","14588.13","128.89","59","Kept"
"PTP-001144","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-10-21","2025-11-02","1417.78","0.00","0.00","59","Broken"
"PTP-001151","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-10-17","2025-11-03","734.53","0.00","0.00","58","Broken"
"PTP-001147","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-10-24","2025-11-03","3831.08","0.00","0.00","58","Broken"
"PTP-001146","C0130","Keystone Mechanical","Low","Contractor","Tomas Okafor","2025-10-22","2025-11-03","7720.95","9276.54","120.15","58","Kept"
"PTP-001145","C0088","Westbrook Builders - West","High","Contractor","Elena Ruiz","2025-11-01","2025-11-03","6679.96","6881.03","103.01","58","Kept"
"PTP-001150","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-10-16","2025-11-03","4520.83","0.00","0.00","58","Broken"
"PTP-001149","C0226","Lakeshore Industries","Medium","OEM Manufacturer","Priya Natarajan","2025-10-24","2025-11-03","1490.27","1634.69","109.69","58","Kept"
"PTP-001148","C0204","Cedar Ridge Builders","Low","Contractor","Tomas Okafor","2025-10-31","2025-11-03","778.21","809.87","104.07","58","Kept"
"PTP-001152","C0218","Riverbend Parts & Service - Midwest","Low","MRO Reseller","Sam Horowitz","2025-10-26","2025-11-04","965.33","3934.41","407.57","57","Kept"
"PTP-001153","C0240","Summit Contracting","Medium","Contractor","Tomas Okafor","2025-10-26","2025-11-04","738.97","7890.81","1067.81","57","Kept"
"PTP-001154","C0295","Ironbridge Maintenance Supply","Low","MRO Reseller","Sam Horowitz","2025-10-23","2025-11-05","1849.78","1875.10","101.37","56","Kept"
"PTP-001155","C0355","Oakmont University Facilities","Low","Institutional","Elena Ruiz","2025-10-27","2025-11-05","1780.36","1821.92","102.33","56","Kept"
"PTP-001156","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-10-23","2025-11-06","861.99","0.00","0.00","55","Broken"
"PTP-001160","C0292","Cedar Ridge Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-10-29","2025-11-07","2918.23","5729.97","196.35","54","Kept"
"PTP-001159","C0191","Bluewater Builders - Midwest","High","Contractor","Tomas Okafor","2025-10-27","2025-11-07","970.20","1015.37","104.66","54","Kept"
"PTP-001158","C0130","Keystone Mechanical","Low","Contractor","Tomas Okafor","2025-11-01","2025-11-07","2190.61","2324.89","106.13","54","Kept"
"PTP-001157","C0108","Cedar Ridge Construction - Southeast","Medium","Contractor","Elena Ruiz","2025-10-26","2025-11-07","3808.67","3816.19","100.20","54","Kept"
"PTP-001161","C0027","Oakmont Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-11-02","2025-11-08","4919.12","5412.74","110.03","53","Kept"
"PTP-001163","C0074","Frontier Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-11-04","2025-11-08","8295.52","8717.20","105.08","53","Kept"
"PTP-001162","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-10-27","2025-11-08","3551.49","0.00","0.00","53","Broken"
"PTP-001164","C0212","Westbrook Mechanical - Northeast","Medium","Contractor","Elena Ruiz","2025-10-28","2025-11-08","584.44","0.00","0.00","53","Broken"
"PTP-001166","C0292","Cedar Ridge Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-11-05","2025-11-08","2351.06","6839.14","290.90","53","Kept"
"PTP-001165","C0275","Cedar Ridge Machine Works - Southwest","High","OEM Manufacturer","Priya Natarajan","2025-11-04","2025-11-08","2986.04","3030.28","101.48","53","Kept"
"PTP-001167","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-10-15","2025-11-08","1704.73","0.00","0.00","53","Broken"
"PTP-001172","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-10-19","2025-11-09","4227.76","0.00","0.00","52","Broken"
"PTP-001171","C0316","Bluewater Parts & Service - Midwest 3","Medium","MRO Reseller","Sam Horowitz","2025-11-04","2025-11-09","541.57","595.05","109.87","52","Kept"
"PTP-001174","C0349","Granite Manufacturing","High","OEM Manufacturer","Marcus Bell","2025-10-18","2025-11-09","1186.01","9106.38","767.82","52","Kept"
"PTP-001173","C0344","Granite Supply Co. - West","Low","MRO Reseller","Sam Horowitz","2025-10-31","2025-11-09","2238.81","3493.93","156.06","52","Kept"
"PTP-001169","C0192","Keystone MRO Services","Medium","MRO Reseller","Grace Lindqvist","2025-10-30","2025-11-09","1084.14","1168.55","107.79","52","Kept"
"PTP-001170","C0201","Titan Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-10-16","2025-11-09","11396.05","2622.61","23.01","52","Broken"
"PTP-001168","C0023","Harbor Builders","High","Contractor","Tomas Okafor","2025-10-26","2025-11-09","7706.02","8480.10","110.05","52","Kept"
"PTP-001175","C0043","Bluewater Construction","Low","Contractor","Elena Ruiz","2025-11-06","2025-11-10","1092.01","1140.62","104.45","51","Kept"
"PTP-001177","C0080","Frontier Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-10-29","2025-11-10","753.72","3014.50","399.95","51","Kept"
"PTP-001176","C0077","Riverbend Industrial Supply","Low","MRO Reseller","Sam Horowitz","2025-10-30","2025-11-10","668.75","718.39","107.42","51","Kept"
"PTP-001178","C0173","Lakeshore Builders - Midwest","Low","Contractor","Elena Ruiz","2025-11-04","2025-11-10","6902.04","7156.74","103.69","51","Kept"
"PTP-001179","C0193","Silverline Industrial Supply - Northeast","Medium","MRO Reseller","Grace Lindqvist","2025-11-02","2025-11-10","886.00","2295.18","259.05","51","Kept"
"PTP-001180","C0238","Oakmont Builders - Midwest","Low","Contractor","Tomas Okafor","2025-10-23","2025-11-10","745.00","0.00","0.00","51","Broken"
"PTP-001181","C0277","Lakeshore Construction - West","High","Contractor","Tomas Okafor","2025-10-20","2025-11-10","2574.13","0.00","0.00","51","Broken"
"PTP-001182","C0354","Westbrook Supply Co. - Southeast","High","MRO Reseller","Grace Lindqvist","2025-10-29","2025-11-10","4377.81","4578.47","104.58","51","Kept"
"PTP-001189","C0372","Cedar Ridge Mechanical - Southeast 3","Low","Contractor","Tomas Okafor","2025-10-30","2025-11-11","7765.85","8206.30","105.67","50","Kept"
"PTP-001187","C0317","Apex Industrial Supply","Low","MRO Reseller","Sam Horowitz","2025-11-02","2025-11-11","1716.52","2086.00","121.52","50","Kept"
"PTP-001188","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-10-19","2025-11-11","1594.53","0.00","0.00","50","Broken"
"PTP-001186","C0156","Frontier County Facilities","Low","Institutional","Elena Ruiz","2025-10-28","2025-11-11","657.79","682.51","103.76","50","Kept"
"PTP-001184","C0120","Ironbridge Medical Center","Low","Institutional","Marcus Bell","2025-11-05","2025-11-11","1732.69","1915.84","110.57","50","Kept"
"PTP-001185","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-10-28","2025-11-11","1560.33","0.00","0.00","50","Broken"
"PTP-001183","C0057","Frontier School District","Low","Institutional","Priya Natarajan","2025-10-31","2025-11-11","1494.01","1513.63","101.31","50","Kept"
"PTP-001190","C0031","Stonegate Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-10-30","2025-11-12","13143.06","28363.91","215.81","49","Kept"
"PTP-001191","C0167","Lakeshore MRO Services","Medium","MRO Reseller","Grace Lindqvist","2025-10-30","2025-11-12","3690.86","10282.99","278.61","49","Kept"
"PTP-001192","C0151","Riverbend MRO Services - Northeast 3","Low","MRO Reseller","Grace Lindqvist","2025-11-02","2025-11-13","1248.49","4553.33","364.71","48","Kept"
"PTP-001193","C0353","Summit Mechanical - Southwest 3","High","Contractor","Priya Natarajan","2025-10-30","2025-11-13","1066.37","6424.16","602.43","48","Kept"
"PTP-001195","C0305","Titan Fabrication","Low","OEM Manufacturer","Marcus Bell","2025-11-11","2025-11-14","5962.06","25917.54","434.71","47","Kept"
"PTP-001194","C0199","Granite Builders","Low","Contractor","Tomas Okafor","2025-11-03","2025-11-14","4632.74","4674.93","100.91","47","Kept"
"PTP-001198","C0229","Pioneer Medical Center","Low","Institutional","Elena Ruiz","2025-11-07","2025-11-15","7534.30","7816.70","103.75","46","Kept"
"PTP-001199","C0351","Ironbridge Components","High","OEM Manufacturer","Priya Natarajan","2025-11-02","2025-11-15","10664.95","10404.97","97.56","46","Kept"
"PTP-001197","C0170","Titan Industries","Low","OEM Manufacturer","Priya Natarajan","2025-11-07","2025-11-15","9287.57","18853.98","203.00","46","Kept"
"PTP-001196","C0004","Ironbridge Mechanical","Medium","Contractor","Elena Ruiz","2025-11-12","2025-11-15","2014.87","2208.71","109.62","46","Kept"
"PTP-001200","C0369","Lakeshore Components","High","OEM Manufacturer","Marcus Bell","2025-11-10","2025-11-15","11313.62","12336.71","109.04","46","Kept"
"PTP-001201","C0376","Summit Components - Midwest","High","OEM Manufacturer","Priya Natarajan","2025-10-27","2025-11-15","2195.82","20254.64","922.42","46","Kept"
"PTP-001202","C0066","Summit Industries","Medium","OEM Manufacturer","Marcus Bell","2025-11-11","2025-11-16","8661.99","12964.59","149.67","45","Kept"
"PTP-001203","C0086","Crestview Contracting - Southeast","Medium","Contractor","Tomas Okafor","2025-11-10","2025-11-16","626.71","630.14","100.55","45","Kept"
"PTP-001204","C0036","Harbor Builders - West","Low","Contractor","Elena Ruiz","2025-11-07","2025-11-17","1059.92","1084.38","102.31","44","Kept"
"PTP-001207","C0352","Pioneer Construction - Midwest","Low","Contractor","Tomas Okafor","2025-11-07","2025-11-17","1943.83","4238.22","218.03","44","Kept"
"PTP-001205","C0199","Granite Builders","Low","Contractor","Tomas Okafor","2025-11-08","2025-11-17","757.97","5481.45","723.18","44","Kept"
"PTP-001206","C0245","Ironbridge Industrial Supply - West","High","MRO Reseller","Grace Lindqvist","2025-11-12","2025-11-17","4054.00","8976.93","221.43","44","Kept"
"PTP-001209","C0232","Titan Builders - Southwest","High","Contractor","Tomas Okafor","2025-11-09","2025-11-18","4507.75","0.00","0.00","43","Broken"
"PTP-001210","C0303","Northfield Contracting","Medium","Contractor","Tomas Okafor","2025-11-16","2025-11-18","1248.27","4023.57","322.33","43","Kept"
"PTP-001208","C0140","Apex Parts & Service","Medium","MRO Reseller","Grace Lindqvist","2025-11-06","2025-11-18","671.72","1481.67","220.58","43","Kept"
"PTP-001211","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-10-27","2025-11-19","1179.59","0.00","0.00","42","Broken"
"PTP-001212","C0219","Titan Construction - Southwest 3","Low","Contractor","Elena Ruiz","2025-11-05","2025-11-19","4007.97","13096.49","326.76","42","Kept"
"PTP-001213","C0390","Titan Mechanical","Low","Contractor","Elena Ruiz","2025-11-16","2025-11-19","2878.90","3164.40","109.92","42","Kept"
"PTP-001217","C0267","Redline Manufacturing - Southwest","Low","OEM Manufacturer","Marcus Bell","2025-11-17","2025-11-20","618.55","669.60","108.25","41","Kept"
"PTP-001218","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-11-04","2025-11-20","845.00","0.00","0.00","41","Broken"
"PTP-001219","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-10-28","2025-11-20","2972.80","0.00","0.00","41","Broken"
"PTP-001215","C0122","Frontier Fabrication - Northeast","Low","OEM Manufacturer","Priya Natarajan","2025-11-15","2025-11-20","5386.49","12117.47","224.96","41","Kept"
"PTP-001216","C0163","Keystone Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-11-10","2025-11-20","4667.00","29270.67","627.18","41","Kept"
"PTP-001214","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-11-02","2025-11-20","1623.19","0.00","0.00","41","Broken"
"PTP-001220","C0009","Ironbridge Fabrication","Medium","OEM Manufacturer","Marcus Bell","2025-11-10","2025-11-21","11266.49","15510.57","137.67","40","Kept"
"PTP-001222","C0341","Summit Supply Co. - Southeast","Medium","MRO Reseller","Grace Lindqvist","2025-11-14","2025-11-21","3002.90","3128.85","104.19","40","Kept"
"PTP-001221","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-11-01","2025-11-21","2043.95","0.00","0.00","40","Broken"
"PTP-001223","C0364","Redline Industries - Northeast","Low","OEM Manufacturer","Marcus Bell","2025-11-18","2025-11-21","1623.03","1764.02","108.69","40","Kept"
"PTP-001234","C0378","Silverline Fabrication - Southwest","Medium","OEM Manufacturer","Priya Natarajan","2025-10-30","2025-11-22","8780.89","11495.92","130.92","39","Kept"
"PTP-001232","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-11-06","2025-11-22","527.02","0.00","0.00","39","Broken"
"PTP-001233","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-11-01","2025-11-22","1214.09","0.00","0.00","39","Broken"
"PTP-001231","C0294","Titan Components","Low","OEM Manufacturer","Priya Natarajan","2025-11-20","2025-11-22","1673.20","1720.67","102.84","39","Kept"
"PTP-001224","C0068","Harbor Industries","High","OEM Manufacturer","Priya Natarajan","2025-11-11","2025-11-22","2080.88","9778.64","469.93","39","Kept"
"PTP-001230","C0185","Harbor Supply Co.","Low","MRO Reseller","Sam Horowitz","2025-11-12","2025-11-22","4819.78","7106.86","147.45","39","Kept"
