"RequirementID","Title","ReqType","Priority","SubsystemCode","SubsystemName","Criticality","MinTestLevel","RequiresIndependentTester","TotalCases","CasesWithRuns","PassingCases","BlockedCases","LastPassBuild","LastGoodBuild","PassingButUnderLevelled","PassingButSelfVerified","HasEvidence","MeetsPolicy","StaleByCode","StaleByRequirement","IsCurrent","VerificationState","InterveningBuilds","AsOfBuild"
"REQ-0405","The subsystem shall complete, within budget, diagnostics & logging behaviour case 405","Performance","MustShip","DIAG-LOG","Diagnostics & Logging","Support","HIL","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0406","The subsystem shall complete, within budget, payload release mechanism behaviour case 406","Performance","ShouldShip","REL-MECH","Payload Release Mechanism","Safety","HIL","0","1","1","1","0","38","38","0","0","1","1","1","0","0","Stale - subsystem changed","27","88"
"REQ-0407","The interface shall exchange, without loss, flight control interface behaviour case 407","Interface","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","Integration","0","4","4","4","0","57","57","0","0","1","1","1","0","0","Stale - subsystem changed","22","88"
"REQ-0408","The system shall provide navigation & sensor fusion behaviour case 408","Functional","Nice","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","4","4","3","1","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0409","The system shall provide command & telemetry link behaviour case 409","Functional","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0410","The system shall provide command & telemetry link behaviour case 410","Functional","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0411","The interface shall exchange, without loss, command & telemetry link behaviour case 411","Interface","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","4","4","4","0","88","88","3","0","1","1","0","0","1","Current","0","88"
"REQ-0412","The system shall record, for certification, payload release mechanism behaviour case 412","Regulatory","MustShip","REL-MECH","Payload Release Mechanism","Safety","Field","1","2","2","2","0","66","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0413","The interface shall exchange, without loss, command & telemetry link behaviour case 413","Interface","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0414","The interface shall exchange, without loss, command & telemetry link behaviour case 414","Interface","Nice","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","3","3","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0415","The interface shall exchange, without loss, structural interface behaviour case 415","Interface","MustShip","STRUCT-I","Structural Interface","Safety","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0416","The payload shall inhibit release when command & telemetry link behaviour case 416","Safety","MustShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","1","3","3","2","1","38","30","1","1","1","1","1","0","0","Stale - subsystem changed","14","88"
"REQ-0417","The system shall record, for certification, flight control interface behaviour case 417","Regulatory","MustShip","FLT-CTRL","Flight Control Interface","Safety","Field","1","3","3","3","0","68","54","2","0","1","1","1","0","0","Stale - subsystem changed","22","88"
"REQ-0418","The system shall provide diagnostics & logging behaviour case 418","Functional","ShouldShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0419","The interface shall exchange, without loss, diagnostics & logging behaviour case 419","Interface","MustShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","4","4","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0420","The interface shall exchange, without loss, power management behaviour case 420","Interface","MustShip","PWR-MGMT","Power Management","Mission","Integration","0","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0421","The payload shall inhibit release when navigation & sensor fusion behaviour case 421","Safety","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","1","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0423","The payload shall inhibit release when flight control interface behaviour case 423","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","3","3","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0424","The payload shall inhibit release when structural interface behaviour case 424","Safety","MustShip","STRUCT-I","Structural Interface","Safety","HIL","1","4","4","4","0","88","88","1","1","1","1","0","0","1","Current","0","88"
"REQ-0425","The subsystem shall complete, within budget, command & telemetry link behaviour case 425","Performance","MustShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","0","4","4","2","2","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0426","The system shall record, for certification, structural interface behaviour case 426","Regulatory","MustShip","STRUCT-I","Structural Interface","Safety","Field","1","4","4","4","0","88","88","3","0","1","1","0","0","1","Current","0","88"
"REQ-0427","The payload shall inhibit release when flight control interface behaviour case 427","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","2","2","2","0","45","","1","1","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0428","The interface shall exchange, without loss, ground control software behaviour case 428","Interface","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0429","The payload shall inhibit release when payload release mechanism behaviour case 429","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","1","1","1","0","41","41","0","0","1","1","1","0","0","Stale - subsystem changed","25","88"
"REQ-0431","The subsystem shall complete, within budget, command & telemetry link behaviour case 431","Performance","ShouldShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","0","4","4","3","1","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0432","The system shall provide diagnostics & logging behaviour case 432","Functional","ShouldShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","4","4","3","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0433","The interface shall exchange, without loss, power management behaviour case 433","Interface","MustShip","PWR-MGMT","Power Management","Mission","Integration","0","3","3","3","0","88","","3","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0434","The payload shall inhibit release when structural interface behaviour case 434","Safety","MustShip","STRUCT-I","Structural Interface","Safety","HIL","1","2","2","2","0","88","60","1","0","1","1","1","0","0","Stale - subsystem changed","2","88"
"REQ-0435","The system shall record, for certification, power management behaviour case 435","Regulatory","MustShip","PWR-MGMT","Power Management","Mission","Field","1","1","1","1","0","42","42","0","0","1","1","1","0","0","Stale - subsystem changed","4","88"
"REQ-0436","The interface shall exchange, without loss, power management behaviour case 436","Interface","ShouldShip","PWR-MGMT","Power Management","Mission","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0437","The subsystem shall complete, within budget, power management behaviour case 437","Performance","ShouldShip","PWR-MGMT","Power Management","Mission","HIL","0","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0438","The system shall provide flight control interface behaviour case 438","Functional","MustShip","FLT-CTRL","Flight Control Interface","Safety","Integration","0","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0439","The payload shall inhibit release when payload release mechanism behaviour case 439","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","3","3","2","1","53","51","1","0","1","1","1","0","0","Stale - subsystem changed","22","88"
"REQ-0440","The subsystem shall complete, within budget, navigation & sensor fusion behaviour case 440","Performance","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0441","The system shall provide power management behaviour case 441","Functional","MustShip","PWR-MGMT","Power Management","Mission","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0442","The payload shall inhibit release when payload release mechanism behaviour case 442","Safety","ShouldShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","3","3","3","0","88","88","0","1","1","1","0","0","1","Current","0","88"
"REQ-0443","The system shall provide command & telemetry link behaviour case 443","Functional","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","3","3","2","0","88","41","1","0","1","1","1","0","0","Stale - subsystem changed","10","88"
"REQ-0444","The payload shall inhibit release when navigation & sensor fusion behaviour case 444","Safety","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","1","1","1","0","0","","","0","0","0","0","0","0","0","No evidence","0","88"
"REQ-0445","The system shall provide power management behaviour case 445","Functional","MustShip","PWR-MGMT","Power Management","Mission","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0446","The interface shall exchange, without loss, payload release mechanism behaviour case 446","Interface","ShouldShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","1","1","1","0","39","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0447","The interface shall exchange, without loss, navigation & sensor fusion behaviour case 447","Interface","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","2","2","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0448","The subsystem shall complete, within budget, power management behaviour case 448","Performance","Nice","PWR-MGMT","Power Management","Mission","HIL","0","1","1","0","1","","","0","0","0","0","0","0","0","No evidence","0","88"
"REQ-0449","The payload shall inhibit release when payload release mechanism behaviour case 449","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","2","2","0","2","","","0","0","0","0","0","0","0","No evidence","0","88"
"REQ-0450","The system shall provide diagnostics & logging behaviour case 450","Functional","Nice","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","3","3","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0451","The system shall provide diagnostics & logging behaviour case 451","Functional","MustShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0452","The system shall record, for certification, power management behaviour case 452","Regulatory","MustShip","PWR-MGMT","Power Management","Mission","Field","1","3","3","2","1","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0453","The system shall provide power management behaviour case 453","Functional","ShouldShip","PWR-MGMT","Power Management","Mission","Integration","0","2","2","2","0","88","32","1","0","1","1","1","0","0","Stale - subsystem changed","4","88"
"REQ-0454","The interface shall exchange, without loss, payload release mechanism behaviour case 454","Interface","Nice","REL-MECH","Payload Release Mechanism","Safety","Integration","0","2","2","2","0","88","34","1","0","1","1","1","0","0","Stale - subsystem changed","28","88"
"REQ-0455","The subsystem shall complete, within budget, command & telemetry link behaviour case 455","Performance","MustShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","0","4","4","4","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0456","The subsystem shall complete, within budget, command & telemetry link behaviour case 456","Performance","MustShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0457","The system shall record, for certification, power management behaviour case 457","Regulatory","MustShip","PWR-MGMT","Power Management","Mission","Field","1","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0458","The system shall provide navigation & sensor fusion behaviour case 458","Functional","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","3","3","3","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0459","The system shall provide power management behaviour case 459","Functional","MustShip","PWR-MGMT","Power Management","Mission","Integration","0","2","2","2","0","88","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0460","The subsystem shall complete, within budget, navigation & sensor fusion behaviour case 460","Performance","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0461","The system shall provide power management behaviour case 461","Functional","ShouldShip","PWR-MGMT","Power Management","Mission","Integration","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0462","The subsystem shall complete, within budget, command & telemetry link behaviour case 462","Performance","Nice","COMM-LNK","Command & Telemetry Link","Mission","HIL","0","1","1","1","0","65","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0463","The payload shall inhibit release when flight control interface behaviour case 463","Safety","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","4","4","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0464","The system shall record, for certification, power management behaviour case 464","Regulatory","MustShip","PWR-MGMT","Power Management","Mission","Field","1","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0465","The system shall provide navigation & sensor fusion behaviour case 465","Functional","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0466","The system shall provide payload release mechanism behaviour case 466","Functional","ShouldShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0467","The system shall record, for certification, flight control interface behaviour case 467","Regulatory","MustShip","FLT-CTRL","Flight Control Interface","Safety","Field","1","4","4","4","0","88","34","3","1","1","1","1","0","0","Stale - subsystem changed","31","88"
"REQ-0468","The system shall provide ground control software behaviour case 468","Functional","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","4","4","4","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0469","The payload shall inhibit release when payload release mechanism behaviour case 469","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","1","1","1","0","30","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0470","The interface shall exchange, without loss, power management behaviour case 470","Interface","Nice","PWR-MGMT","Power Management","Mission","Integration","0","4","4","4","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0471","The system shall provide command & telemetry link behaviour case 471","Functional","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","4","4","4","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0472","The payload shall inhibit release when flight control interface behaviour case 472","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","3","3","3","0","88","32","2","0","1","1","1","0","0","Stale - subsystem changed","33","88"
"REQ-0473","The system shall provide payload release mechanism behaviour case 473","Functional","MustShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","1","1","1","0","59","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0474","The interface shall exchange, without loss, diagnostics & logging behaviour case 474","Interface","MustShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","4","4","4","0","88","88","3","0","1","1","0","0","1","Current","0","88"
"REQ-0475","The subsystem shall complete, within budget, payload release mechanism behaviour case 475","Performance","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","0","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0476","The system shall provide power management behaviour case 476","Functional","ShouldShip","PWR-MGMT","Power Management","Mission","Integration","0","3","3","3","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0477","The system shall provide ground control software behaviour case 477","Functional","Nice","GND-CTRL","Ground Control Software","Support","Integration","0","4","4","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0478","The subsystem shall complete, within budget, flight control interface behaviour case 478","Performance","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","0","2","2","2","0","64","64","1","0","1","1","1","0","0","Stale - subsystem changed","18","88"
"REQ-0479","The interface shall exchange, without loss, command & telemetry link behaviour case 479","Interface","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0480","The system shall provide power management behaviour case 480","Functional","ShouldShip","PWR-MGMT","Power Management","Mission","Integration","0","1","1","0","0","","","0","0","0","0","0","0","0","No evidence","0","88"
"REQ-0481","The system shall provide payload release mechanism behaviour case 481","Functional","MustShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","4","4","4","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0482","The interface shall exchange, without loss, ground control software behaviour case 482","Interface","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","1","1","1","0","31","31","0","0","1","1","1","0","0","Stale - subsystem changed","10","88"
"REQ-0483","The system shall provide command & telemetry link behaviour case 483","Functional","ShouldShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0484","The interface shall exchange, without loss, diagnostics & logging behaviour case 484","Interface","Nice","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0485","The subsystem shall complete, within budget, flight control interface behaviour case 485","Performance","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","HIL","0","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0486","The interface shall exchange, without loss, power management behaviour case 486","Interface","MustShip","PWR-MGMT","Power Management","Mission","Integration","0","2","2","2","0","88","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0487","The subsystem shall complete, within budget, ground control software behaviour case 487","Performance","ShouldShip","GND-CTRL","Ground Control Software","Support","HIL","0","4","4","3","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0488","The payload shall inhibit release when payload release mechanism behaviour case 488","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","1","1","1","0","57","","0","1","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0489","The system shall provide navigation & sensor fusion behaviour case 489","Functional","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","4","4","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0490","The system shall provide navigation & sensor fusion behaviour case 490","Functional","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","3","3","3","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0491","The system shall provide diagnostics & logging behaviour case 491","Functional","ShouldShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0492","The system shall provide ground control software behaviour case 492","Functional","ShouldShip","GND-CTRL","Ground Control Software","Support","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0493","The payload shall inhibit release when payload release mechanism behaviour case 493","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0494","The system shall provide power management behaviour case 494","Functional","MustShip","PWR-MGMT","Power Management","Mission","Integration","0","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0495","The system shall provide payload release mechanism behaviour case 495","Functional","ShouldShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","3","3","3","0","71","71","1","0","1","1","1","0","0","Stale - subsystem changed","12","88"
"REQ-0496","The payload shall inhibit release when navigation & sensor fusion behaviour case 496","Safety","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","1","3","3","3","0","88","39","1","2","1","1","1","0","0","Stale - subsystem changed","12","88"
"REQ-0497","The interface shall exchange, without loss, payload release mechanism behaviour case 497","Interface","MustShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","3","3","2","1","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0498","The interface shall exchange, without loss, command & telemetry link behaviour case 498","Interface","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0499","The system shall provide payload release mechanism behaviour case 499","Functional","MustShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","3","3","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0500","The system shall provide navigation & sensor fusion behaviour case 500","Functional","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0501","The subsystem shall complete, within budget, flight control interface behaviour case 501","Performance","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","HIL","0","3","3","3","0","71","36","2","0","1","1","1","0","0","Stale - subsystem changed","30","88"
"REQ-0502","The subsystem shall complete, within budget, payload release mechanism behaviour case 502","Performance","Nice","REL-MECH","Payload Release Mechanism","Safety","HIL","0","1","1","1","0","28","28","0","0","1","1","1","1","0","Stale - requirement changed","29","88"
"REQ-0503","The system shall record, for certification, structural interface behaviour case 503","Regulatory","MustShip","STRUCT-I","Structural Interface","Safety","Field","1","2","2","1","1","36","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0504","The system shall provide command & telemetry link behaviour case 504","Functional","ShouldShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0505","The system shall provide flight control interface behaviour case 505","Functional","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","Integration","0","1","1","1","0","30","30","0","0","1","1","1","0","0","Stale - subsystem changed","33","88"
"REQ-0506","The interface shall exchange, without loss, command & telemetry link behaviour case 506","Interface","ShouldShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0507","The interface shall exchange, without loss, ground control software behaviour case 507","Interface","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0508","The system shall provide diagnostics & logging behaviour case 508","Functional","ShouldShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","4","4","4","0","88","","4","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0509","The system shall provide power management behaviour case 509","Functional","Nice","PWR-MGMT","Power Management","Mission","Integration","0","3","3","3","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0510","The interface shall exchange, without loss, ground control software behaviour case 510","Interface","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","2","2","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0511","The interface shall exchange, without loss, power management behaviour case 511","Interface","ShouldShip","PWR-MGMT","Power Management","Mission","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0512","The system shall provide diagnostics & logging behaviour case 512","Functional","Nice","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0514","The payload shall inhibit release when flight control interface behaviour case 514","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","2","2","2","0","56","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0515","The payload shall inhibit release when payload release mechanism behaviour case 515","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","4","4","3","1","49","35","1","1","1","1","1","0","0","Stale - subsystem changed","28","88"
"REQ-0516","The system shall provide ground control software behaviour case 516","Functional","ShouldShip","GND-CTRL","Ground Control Software","Support","Integration","0","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0517","The subsystem shall complete, within budget, payload release mechanism behaviour case 517","Performance","Nice","REL-MECH","Payload Release Mechanism","Safety","HIL","0","1","1","0","1","","","0","0","0","0","0","0","0","No evidence","0","88"
"REQ-0518","The system shall provide payload release mechanism behaviour case 518","Functional","Nice","REL-MECH","Payload Release Mechanism","Safety","Integration","0","1","1","0","0","","","0","0","0","0","0","0","0","No evidence","0","88"
"REQ-0519","The system shall provide ground control software behaviour case 519","Functional","ShouldShip","GND-CTRL","Ground Control Software","Support","Integration","0","3","3","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0520","The system shall provide navigation & sensor fusion behaviour case 520","Functional","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","3","3","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0521","The payload shall inhibit release when payload release mechanism behaviour case 521","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","4","4","4","0","88","","4","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0522","The subsystem shall complete, within budget, flight control interface behaviour case 522","Performance","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","HIL","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0523","The payload shall inhibit release when payload release mechanism behaviour case 523","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","3","3","3","0","88","88","0","1","1","1","0","0","1","Current","0","88"
"REQ-0524","The system shall provide navigation & sensor fusion behaviour case 524","Functional","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0525","The interface shall exchange, without loss, command & telemetry link behaviour case 525","Interface","Nice","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","3","3","1","1","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0526","The system shall provide diagnostics & logging behaviour case 526","Functional","ShouldShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0527","The system shall provide ground control software behaviour case 527","Functional","ShouldShip","GND-CTRL","Ground Control Software","Support","Integration","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0528","The payload shall inhibit release when flight control interface behaviour case 528","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","3","3","2","1","59","44","1","0","1","1","1","0","0","Stale - subsystem changed","26","88"
"REQ-0529","The subsystem shall complete, within budget, navigation & sensor fusion behaviour case 529","Performance","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","0","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0530","The interface shall exchange, without loss, diagnostics & logging behaviour case 530","Interface","MustShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","4","4","4","0","88","88","3","0","1","1","0","0","1","Current","0","88"
"REQ-0531","The payload shall inhibit release when flight control interface behaviour case 531","Safety","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0532","The subsystem shall complete, within budget, navigation & sensor fusion behaviour case 532","Performance","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","0","3","3","1","2","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0533","The system shall provide navigation & sensor fusion behaviour case 533","Functional","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0534","The system shall provide power management behaviour case 534","Functional","ShouldShip","PWR-MGMT","Power Management","Mission","Integration","0","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0537","The payload shall inhibit release when command & telemetry link behaviour case 537","Safety","MustShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","1","1","1","1","0","88","","1","1","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0538","The system shall provide diagnostics & logging behaviour case 538","Functional","MustShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0539","The interface shall exchange, without loss, ground control software behaviour case 539","Interface","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","3","3","3","0","88","29","2","0","1","1","1","0","0","Stale - subsystem changed","11","88"
