"PONumber","PartNumber","PartName","Category","Criticality","QualifiedSupplierCount","QualificationMonths","IsSingleSource","VendorID","VendorName","Country","VendorTier","LumenRevenueSharePct","BuyerID","BuyerName","Team","OrderDate","PromisedDate","OrderYear","OrderYearMonth","OrderQty","UnitPrice","FreightAmount","ExpediteFee","IsExpedited","ExtendedPrice","LandedCost","AgreementNo","ContractedUnitPrice","AgreementsInForce","IsOnContract","PPVAmount","ContractedExtended","QtyReceived","QtyAccepted","QtyRejected","Receipts","IsReceived","AcceptanceRatePct","CostPerAcceptedUnit","RejectedValue","LastReceiptDate","DaysLate","IsOnTime"
"PO-006013","LOM-0101","Precision Mount Assy 0101","Precision Mount","Critical","1","7","1","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-13","2026-01-01","2025","2025-11","123","198.3338","219.27","0.00","0","24395.06","24614.33","PA-0000460","188.3044","1","1","1233.62","23161.44","123","122","1","1","1","99.19","201.7568","198.33","2025-12-29","-3","1"
"PO-006014","LOM-0115","Lens Assembly Module 0115","Lens Assembly","Standard","2","2","0","VEN-006","Northlight GmbH","Germany","Strategic","4.77","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-13","2025-12-12","2025","2025-11","77","252.3479","425.76","0.00","0","19430.79","19856.55","","","0","0","","","77","76","1","1","1","98.70","261.2704","252.35","2025-12-09","-3","1"
"PO-006015","LOM-0140","Optical Coating Module 0140","Optical Coating","Standard","2","4","0","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-13","2025-12-13","2025","2025-11","171","68.5941","80.69","0.00","0","11729.59","11810.28","PA-0000646","68.5941","1","1","0.00","11729.59","171","168","3","1","1","98.25","70.2993","205.78","2025-12-12","-1","1"
"PO-006016","LOM-0029","Precision Mount Component 0029","Precision Mount","Commodity","3","1","0","VEN-016","Spectra Industries","United Kingdom","Preferred","7.82","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-14","2025-11-27","2025","2025-11","20","168.3768","46.73","0.00","0","3367.54","3414.27","","","0","0","","","20","20","0","1","1","100.00","170.7133","0.00","2025-12-01","4","0"
"PO-006017","LOM-0031","Thermal Control Component 0031","Thermal Control","Commodity","3","1","0","VEN-034","Vectra Technologies","United Kingdom","Transactional","34.49","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-14","2025-11-26","2025","2025-11","10","138.9153","9.05","0.00","0","1389.15","1398.20","PA-0000142","138.9153","1","1","0.00","1389.15","10","10","0","1","1","100.00","139.8203","0.00","2025-11-26","0","1"
"PO-006018","LOM-0042","Optical Fibre Assy 0042","Optical Fibre","Critical","1","6","1","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-14","2025-12-29","2025","2025-11","1258","56.7890","581.35","0.00","0","71440.56","72021.91","PA-0000191","56.7890","1","1","0.00","71440.56","1258","1251","7","1","1","99.44","57.5715","397.52","2025-12-26","-3","1"
"PO-006019","LOM-0047","Thermal Control Component 0047","Thermal Control","Commodity","2","0","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-14","2025-12-08","2025","2025-11","104","236.2366","238.71","0.00","0","24568.61","24807.32","","","0","0","","","104","104","0","1","1","100.00","238.5319","0.00","2025-12-08","0","1"
"PO-006020","LOM-0049","Photodetector Module 0049","Photodetector","Standard","3","4","0","VEN-009","Oribel GmbH","Taiwan","Preferred","9.47","BUY-02","Rafael Duarte","Optoelectronics","2025-11-14","2025-12-20","2025","2025-11","126","103.0488","324.30","416.33","1","12984.15","13724.78","PA-0000216","103.0488","1","1","0.00","12984.15","","","","0","0","","","0.00","","",""
"PO-006021","LOM-0060","Optical Coating Module 0060","Optical Coating","Standard","2","3","0","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-14","2025-12-12","2025","2025-11","141","28.5704","44.01","131.91","1","4028.43","4204.35","PA-0000269","28.5704","1","1","0.00","4028.43","141","139","2","1","1","98.58","30.2471","57.14","2025-12-09","-3","1"
"PO-006022","LOM-0073","Photodetector Component 0073","Photodetector","Commodity","2","0","0","VEN-007","Quantex GmbH","United States","Preferred","10.21","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-11-14","2025-12-02","2025","2025-11","59","137.9843","146.43","0.00","0","8141.07","8287.50","PA-0000331","137.9843","1","1","0.00","8141.07","59","58","1","1","1","98.31","142.8880","137.98","2025-12-01","-1","1"
"PO-006023","LOM-0109","Precision Mount Assy 0109","Precision Mount","Critical","1","7","1","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-14","2026-01-02","2025","2025-11","125","210.9303","356.96","0.00","0","26366.29","26723.25","PA-0000499","210.9303","1","1","0.00","26366.29","","","","0","0","","","0.00","","",""
"PO-006024","LOM-0031","Thermal Control Component 0031","Thermal Control","Commodity","3","1","0","VEN-003","Crystalline GmbH","Taiwan","Strategic","3.69","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-17","2025-12-08","2025","2025-11","82","133.2430","178.97","0.00","0","10925.93","11104.90","PA-0000139","133.2430","1","1","0.00","10925.93","82","82","0","1","1","100.00","135.4256","0.00","2025-12-07","-1","1"
"PO-006025","LOM-0032","Laser Diode Component 0032","Laser Diode","Commodity","3","1","0","VEN-036","Aperture Technologies","Germany","Transactional","30.07","BUY-02","Rafael Duarte","Optoelectronics","2025-11-17","2025-12-02","2025","2025-11","37","190.1942","105.63","0.00","0","7037.19","7142.82","PA-0000148","190.1942","1","1","0.00","7037.19","37","37","0","1","1","100.00","193.0491","0.00","2025-12-08","6","0"
"PO-006026","LOM-0053","Precision Mount Assy 0053","Precision Mount","Critical","3","11","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-17","2025-12-23","2025","2025-11","22","181.9335","65.26","0.00","0","4002.54","4067.80","","","0","0","","","22","22","0","1","1","100.00","184.8999","0.00","2025-12-20","-3","1"
"PO-006027","LOM-0053","Precision Mount Assy 0053","Precision Mount","Critical","3","11","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-17","2025-12-29","2025","2025-11","67","189.0625","292.02","0.00","0","12667.19","12959.21","","","0","0","","","67","67","0","1","1","100.00","193.4210","0.00","2025-12-28","-1","1"
"PO-006028","LOM-0056","Laser Diode Module 0056","Laser Diode","Standard","3","4","0","VEN-034","Vectra Technologies","United Kingdom","Transactional","34.49","BUY-02","Rafael Duarte","Optoelectronics","2025-11-17","2025-12-15","2025","2025-11","69","541.5217","241.51","0.00","0","37365.00","37606.51","PA-0000253","514.4241","1","1","1869.73","35495.26","69","68","1","1","1","98.55","553.0369","541.52","2025-12-12","-3","1"
"PO-006029","LOM-0074","Optical Fibre Assy 0074","Optical Fibre","Critical","1","6","1","VEN-027","Crystalline Technologies","Taiwan","Approved","14.24","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-17","2026-01-07","2025","2025-11","1837","33.5533","830.79","0.00","0","61637.41","62468.20","PA-0000336","33.5533","1","1","0.00","61637.41","","","","0","0","","","0.00","","",""
"PO-006030","LOM-0075","Lens Assembly Module 0075","Lens Assembly","Standard","3","5","0","VEN-036","Aperture Technologies","Germany","Transactional","30.07","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-17","2025-12-12","2025","2025-11","42","302.7148","273.86","0.00","0","12714.02","12987.88","PA-0000342","302.7148","1","1","0.00","12714.02","42","41","1","1","1","97.62","316.7776","302.71","2025-12-11","-1","1"
"PO-006031","LOM-0092","Optical Coating Component 0092","Optical Coating","Commodity","3","0","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-17","2025-12-01","2025","2025-11","72","59.1731","29.59","141.94","1","4260.46","4431.99","","","0","0","","","72","71","1","1","1","98.61","62.4224","59.17","2025-11-30","-1","1"
"PO-006032","LOM-0099","Lens Assembly Module 0099","Lens Assembly","Standard","3","4","0","VEN-006","Northlight GmbH","Germany","Strategic","4.77","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-17","2025-12-09","2025","2025-11","20","104.5202","19.31","0.00","0","2090.40","2109.71","PA-0000448","104.5202","1","1","0.00","2090.40","20","20","0","1","1","100.00","105.4857","0.00","2025-12-12","3","0"
"PO-006033","LOM-0109","Precision Mount Assy 0109","Precision Mount","Critical","1","7","1","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-17","2025-12-26","2025","2025-11","45","198.5770","119.24","0.00","0","8935.97","9055.21","PA-0000499","210.9303","1","1","-555.90","9491.86","45","45","0","1","1","100.00","201.2268","0.00","2025-12-25","-1","1"
"PO-006034","LOM-0110","Fibre Connector Component 0110","Fibre Connector","Commodity","3","1","0","VEN-018","Northlight Industries","Germany","Approved","17.17","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-17","2025-11-30","2025","2025-11","156","21.2975","38.93","0.00","0","3322.41","3361.34","PA-0000505","21.2975","1","1","0.00","3322.41","156","154","2","1","1","98.72","21.8269","42.60","2025-11-27","-3","1"
"PO-006035","LOM-0121","Photodetector Component 0121","Photodetector","Commodity","2","0","0","VEN-009","Oribel GmbH","Taiwan","Preferred","9.47","BUY-02","Rafael Duarte","Optoelectronics","2025-11-17","2025-12-09","2025","2025-11","94","290.1118","380.62","0.00","0","27270.51","27651.13","PA-0000558","290.1118","1","1","0.00","27270.51","94","93","1","1","1","98.94","297.3240","290.11","2025-12-19","10","0"
"PO-006036","LOM-0123","Lens Assembly Assy 0123","Lens Assembly","Critical","3","11","0","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-17","2026-01-01","2025","2025-11","93","266.2190","561.65","0.00","0","24758.37","25320.02","","","0","0","","","93","92","1","1","1","98.92","275.2176","266.22","2025-12-30","-2","1"
"PO-006037","LOM-0128","Laser Diode Assy 0128","Laser Diode","Critical","2","9","0","VEN-015","Crystalline Industries","Taiwan","Preferred","3.57","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-11-17","2026-01-07","2025","2025-11","139","839.8272","2062.87","0.00","0","116735.98","118798.85","PA-0000592","839.8272","1","1","0.00","116735.98","","","","0","0","","","0.00","","",""
"PO-006038","LOM-0133","Precision Mount Module 0133","Precision Mount","Standard","2","3","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-17","2025-12-25","2025","2025-11","142","97.4186","240.56","0.00","0","13833.44","14074.00","PA-0000617","97.4186","1","1","0.00","13833.44","142","141","1","1","1","99.30","99.8156","97.42","2025-12-24","-1","1"
"PO-006039","LOM-0138","Optical Fibre Module 0138","Optical Fibre","Standard","3","4","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-17","2025-12-17","2025","2025-11","1134","34.2054","780.19","0.00","0","38788.92","39569.11","PA-0000634","34.2054","1","1","0.00","38788.92","1134","1131","3","1","1","99.74","34.9860","102.62","2025-12-14","-3","1"
"PO-006040","LOM-0002","Optical Fibre Component 0002","Optical Fibre","Commodity","3","1","0","VEN-013","Lumitek Industries","United States","Preferred","9.15","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-18","2025-12-02","2025","2025-11","416","22.1940","98.81","0.00","0","9232.70","9331.51","","","0","0","","","416","413","3","1","1","99.28","22.5945","66.58","2025-11-30","-2","1"
"PO-006041","LOM-0013","Precision Mount Component 0013","Precision Mount","Commodity","1","0","1","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-18","2025-12-14","2025","2025-11","122","203.1852","493.78","0.00","0","24788.59","25282.37","PA-0000059","203.1852","1","1","0.00","24788.59","122","120","2","1","1","98.36","210.6865","406.37","2025-12-14","0","1"
"PO-006042","LOM-0021","Precision Mount Module 0021","Precision Mount","Standard","3","4","0","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-18","2025-12-25","2025","2025-11","138","85.5631","179.22","0.00","0","11807.71","11986.93","","","0","0","","","138","136","2","1","1","98.55","88.1392","171.13","2025-12-23","-2","1"
"PO-006043","LOM-0023","Thermal Control Module 0023","Thermal Control","Standard","3","5","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-18","2025-12-17","2025","2025-11","79","237.4212","134.62","0.00","0","18756.27","18890.89","PA-0000110","237.4212","1","1","0.00","18756.27","79","78","1","1","1","98.73","242.1910","237.42","2025-12-14","-3","1"
"PO-006044","LOM-0028","Optical Coating Module 0028","Optical Coating","Standard","3","5","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-18","2025-12-09","2025","2025-11","51","129.0615","147.90","0.00","0","6582.14","6730.04","PA-0000127","129.0615","1","1","0.00","6582.14","51","50","1","1","1","98.04","134.6007","129.06","2025-12-09","0","1"
"PO-006045","LOM-0029","Precision Mount Component 0029","Precision Mount","Commodity","3","1","0","VEN-016","Spectra Industries","United Kingdom","Preferred","7.82","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-18","2025-12-15","2025","2025-11","127","169.1288","243.88","0.00","0","21479.36","21723.24","","","0","0","","","127","127","0","1","1","100.00","171.0491","0.00","2025-12-16","1","0"
"PO-006046","LOM-0034","Optical Fibre Assy 0034","Optical Fibre","Critical","2","9","0","VEN-031","Quantex Technologies","United States","Transactional","14.93","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-18","2025-12-30","2025","2025-11","934","46.9242","1060.26","0.00","0","43827.20","44887.46","PA-0000154","46.9242","1","1","0.00","43827.20","934","924","10","1","1","98.93","48.5795","469.24","2025-12-29","-1","1"
"PO-006047","LOM-0040","Laser Diode Component 0040","Laser Diode","Commodity","3","1","0","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-11-18","2025-12-17","2025","2025-11","145","154.3064","302.45","0.00","0","22374.43","22676.88","PA-0000184","154.3064","1","1","0.00","22374.43","145","144","1","1","1","99.31","157.4783","154.31","2025-12-14","-3","1"
"PO-006048","LOM-0058","Optical Fibre Module 0058","Optical Fibre","Standard","3","4","0","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-18","2025-12-21","2025","2025-11","1451","50.9761","1087.44","2610.60","1","73966.32","77664.36","PA-0000261","50.9761","1","1","0.00","73966.32","1451","1440","11","1","1","99.24","53.9336","560.74","2025-12-18","-3","1"
"PO-006049","LOM-0068","Optical Coating Module 0068","Optical Coating","Standard","2","2","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-18","2025-12-25","2025","2025-11","274","40.9004","280.85","0.00","0","11206.71","11487.56","PA-0000308","40.9004","1","1","0.00","11206.71","274","268","6","1","1","97.81","42.8640","245.40","2025-12-21","-4","1"
"PO-006050","LOM-0075","Lens Assembly Module 0075","Lens Assembly","Standard","3","5","0","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-18","2025-12-17","2025","2025-11","75","362.0339","524.74","0.00","0","27152.54","27677.28","","","0","0","","","75","73","2","1","1","97.33","379.1409","724.07","2025-12-20","3","0"
"PO-006051","LOM-0089","Photodetector Assy 0089","Photodetector","Critical","1","8","1","VEN-014","Photonica Industries","Japan","Preferred","4.81","BUY-02","Rafael Duarte","Optoelectronics","2025-11-18","2026-01-01","2025","2025-11","84","217.1214","342.72","0.00","0","18238.20","18580.92","","","0","0","","","84","84","0","1","1","100.00","221.2014","0.00","2025-12-29","-3","1"
"PO-006052","LOM-0093","Precision Mount Module 0093","Precision Mount","Standard","2","4","0","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-18","2025-12-09","2025","2025-11","15","95.0610","15.67","50.25","1","1425.92","1491.84","PA-0000423","95.0610","1","1","0.00","1425.92","15","15","0","1","1","100.00","99.4557","0.00","2025-12-06","-3","1"
"PO-006053","LOM-0098","Optical Fibre Component 0098","Optical Fibre","Commodity","3","1","0","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-18","2025-12-06","2025","2025-11","886","43.4543","398.55","0.00","0","38500.51","38899.06","","","0","0","","","886","883","3","1","1","99.66","44.0533","130.36","2025-12-06","0","1"
"PO-006054","LOM-0133","Precision Mount Module 0133","Precision Mount","Standard","2","3","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-18","2025-12-25","2025","2025-11","141","97.4186","272.53","0.00","0","13736.02","14008.55","PA-0000617","97.4186","1","1","0.00","13736.02","141","139","2","1","1","98.58","100.7810","194.84","2025-12-23","-2","1"
"PO-006055","LOM-0003","Lens Assembly Component 0003","Lens Assembly","Commodity","2","0","0","VEN-009","Oribel GmbH","Taiwan","Preferred","9.47","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-19","2025-12-08","2025","2025-11","69","66.7854","107.56","0.00","0","4608.19","4715.75","PA-0000008","66.7854","1","1","0.00","4608.19","69","69","0","1","1","100.00","68.3442","0.00","2025-12-06","-2","1"
"PO-006056","LOM-0050","Optical Fibre Module 0050","Optical Fibre","Standard","2","2","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-19","2025-12-26","2025","2025-11","1892","19.6765","929.53","1315.92","1","37227.94","39473.39","PA-0000224","20.8949","1","1","-2305.21","39533.15","1892","1875","17","1","1","99.10","21.0525","334.50","2025-12-25","-1","1"
"PO-006057","LOM-0063","Thermal Control Component 0063","Thermal Control","Commodity","3","1","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-19","2025-12-08","2025","2025-11","70","216.9588","236.39","0.00","0","15187.12","15423.51","PA-0000285","216.9588","1","1","0.00","15187.12","70","69","1","1","1","98.57","223.5291","216.96","2025-12-08","0","1"
"PO-006058","LOM-0076","Optical Coating Module 0076","Optical Coating","Standard","2","3","0","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-19","2025-12-18","2025","2025-11","160","73.9360","79.67","0.00","0","11829.76","11909.43","PA-0000348","71.7453","1","1","350.51","11479.25","160","158","2","1","1","98.75","75.3761","147.87","2025-12-22","4","0"
"PO-006059","LOM-0088","Laser Diode Component 0088","Laser Diode","Commodity","3","1","0","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-11-19","2025-12-09","2025","2025-11","73","234.9982","302.64","0.00","0","17154.87","17457.51","PA-0000399","234.9982","1","1","0.00","17154.87","73","73","0","1","1","100.00","239.1440","0.00","2025-12-09","0","1"
"PO-006060","LOM-0103","Thermal Control Component 0103","Thermal Control","Commodity","3","1","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-19","2025-12-02","2025","2025-11","20","193.8439","41.05","120.53","1","3876.88","4038.46","","","0","0","","","20","20","0","1","1","100.00","201.9229","0.00","2025-12-02","0","1"
"PO-006061","LOM-0001","Photodetector Assy 0001","Photodetector","Critical","1","7","1","VEN-015","Crystalline Industries","Taiwan","Preferred","3.57","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-11-20","2026-01-03","2025","2025-11","84","357.8270","464.82","0.00","0","30057.47","30522.29","","","0","0","","","","","","0","0","","","0.00","","",""
"PO-006062","LOM-0069","Precision Mount Module 0069","Precision Mount","Standard","2","4","0","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-20","2025-12-14","2025","2025-11","39","76.8967","71.01","98.01","1","2998.97","3167.99","","","0","0","","","39","39","0","1","1","100.00","81.2305","0.00","2025-12-12","-2","1"
"PO-006063","LOM-0014","Fibre Connector Component 0014","Fibre Connector","Commodity","2","0","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-21","2025-12-09","2025","2025-11","441","10.4829","59.93","0.00","0","4622.96","4682.89","PA-0000062","10.4829","1","1","0.00","4622.96","441","436","5","1","1","98.87","10.7406","52.41","2025-12-08","-1","1"
"PO-006064","LOM-0027","Lens Assembly Component 0027","Lens Assembly","Commodity","3","1","0","VEN-013","Lumitek Industries","United States","Preferred","9.15","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-21","2025-12-09","2025","2025-11","56","269.5099","314.00","0.00","0","15092.55","15406.55","","","0","0","","","56","55","1","1","1","98.21","280.1192","269.51","2025-12-15","6","0"
"PO-006065","LOM-0048","Laser Diode Module 0048","Laser Diode","Standard","3","5","0","VEN-014","Photonica Industries","Japan","Preferred","4.81","BUY-02","Rafael Duarte","Optoelectronics","2025-11-21","2025-12-21","2025","2025-11","84","756.4522","757.09","0.00","0","63541.98","64299.07","","","0","0","","","84","83","1","1","1","98.81","774.6876","756.45","2025-12-18","-3","1"
"PO-006066","LOM-0052","Optical Coating Module 0052","Optical Coating","Standard","2","4","0","VEN-024","Aperture Technologies","Germany","Approved","18.36","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-21","2025-12-25","2025","2025-11","235","97.0338","289.70","0.00","0","22802.94","23092.64","PA-0000233","97.0338","1","1","0.00","22802.94","235","233","2","1","1","99.15","99.1101","194.07","2025-12-25","0","1"
"PO-006067","LOM-0053","Precision Mount Assy 0053","Precision Mount","Critical","3","11","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-21","2026-01-02","2025","2025-11","69","169.5691","284.44","0.00","0","11700.27","11984.71","","","0","0","","","","","","0","0","","","0.00","","",""
"PO-006068","LOM-0135","Thermal Control Component 0135","Thermal Control","Commodity","3","1","0","VEN-011","Kestrel Optical GmbH","Switzerland","Preferred","3.73","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-21","2025-12-04","2025","2025-11","22","262.5223","96.32","0.00","0","5775.49","5871.81","PA-0000623","262.5223","1","1","0.00","5775.49","22","22","0","1","1","100.00","266.9005","0.00","2025-12-10","6","0"
"PO-006069","LOM-0015","Thermal Control Module 0015","Thermal Control","Standard","3","5","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-24","2025-12-30","2025","2025-11","128","77.4258","197.17","333.46","1","9910.50","10441.13","PA-0000068","77.4258","1","1","0.00","9910.50","","","","0","0","","","0.00","","",""
"PO-006070","LOM-0033","Photodetector Module 0033","Photodetector","Standard","1","2","1","VEN-003","Crystalline GmbH","Taiwan","Strategic","3.69","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-11-24","2025-12-31","2025","2025-11","138","201.6565","467.38","0.00","0","27828.60","28295.98","","","0","0","","","138","136","2","1","1","98.55","208.0587","403.31","2025-12-29","-2","1"
"PO-006071","LOM-0036","Optical Coating Module 0036","Optical Coating","Standard","2","4","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-24","2025-12-29","2025","2025-11","250","44.0946","72.56","0.00","0","11023.65","11096.21","PA-0000159","44.0946","1","1","0.00","11023.65","250","245","5","1","1","98.00","45.2907","220.47","2025-12-29","0","1"
"PO-006072","LOM-0037","Precision Mount Module 0037","Precision Mount","Standard","2","4","0","VEN-031","Quantex Technologies","United States","Transactional","14.93","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-24","2025-12-31","2025","2025-11","139","118.5639","317.84","0.00","0","16480.38","16798.22","PA-0000168","118.5639","1","1","0.00","16480.38","","","","0","0","","","0.00","","",""
"PO-006073","LOM-0090","Optical Fibre Component 0090","Optical Fibre","Commodity","3","1","0","VEN-031","Quantex Technologies","United States","Transactional","14.93","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-24","2025-12-21","2025","2025-11","1713","21.0326","429.62","0.00","0","36028.84","36458.46","PA-0000409","21.0326","1","1","0.00","36028.84","1713","1695","18","1","1","98.95","21.5094","378.59","2025-12-18","-3","1"
"PO-006074","LOM-0100","Optical Coating Module 0100","Optical Coating","Standard","2","3","0","VEN-019","Quantex Industries","United States","Approved","16.00","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-11-24","2025-12-16","2025","2025-11","63","137.8222","149.69","0.00","0","8682.80","8832.49","PA-0000454","137.8222","1","1","0.00","8682.80","63","62","1","1","1","98.41","142.4595","137.82","2025-12-16","0","1"
"PO-006075","LOM-0131","Lens Assembly Assy 0131","Lens Assembly","Critical","1","6","1","VEN-006","Northlight GmbH","Germany","Strategic","4.77","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-24","2026-01-06","2025","2025-11","75","207.3209","227.15","0.00","0","15549.07","15776.22","PA-0000607","199.8203","1","1","562.55","14986.52","","","","0","0","","","0.00","","",""
"PO-006076","LOM-0138","Optical Fibre Module 0138","Optical Fibre","Standard","3","4","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-24","2025-12-15","2025","2025-11","273","35.9250","151.85","0.00","0","9807.53","9959.38","PA-0000637","35.9250","1","1","0.00","9807.53","273","271","2","1","1","99.27","36.7505","71.85","2025-12-17","2","0"
"PO-006077","LOM-0011","Lens Assembly Module 0011","Lens Assembly","Standard","3","5","0","VEN-031","Quantex Technologies","United States","Transactional","14.93","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-25","2025-12-23","2025","2025-11","65","329.8329","369.45","0.00","0","21439.14","21808.59","PA-0000050","329.8329","1","1","0.00","21439.14","65","64","1","1","1","98.46","340.7592","329.83","2025-12-20","-3","1"
"PO-006078","LOM-0061","Precision Mount Module 0061","Precision Mount","Standard","1","2","1","VEN-035","Kestrel Optical Technologies","Switzerland","Transactional","36.86","BUY-06","Tomas Varga","Mechanical & Thermal","2025-11-25","2025-12-28","2025","2025-11","109","200.7516","413.56","0.00","0","21881.92","22295.48","PA-0000273","200.7516","1","1","0.00","21881.92","109","108","1","1","1","99.08","206.4397","200.75","2025-12-26","-2","1"
"PO-006079","LOM-0071","Thermal Control Component 0071","Thermal Control","Commodity","3","1","0","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-11-25","2025-12-24","2025","2025-11","142","71.5196","223.45","0.00","0","10155.78","10379.23","PA-0000321","71.5196","1","1","0.00","10155.78","","","","0","0","","","0.00","","",""
"PO-006080","LOM-0108","Optical Coating Module 0108","Optical Coating","Standard","2","3","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-04","Johan Lindberg","Optics & Coatings","2025-11-25","2025-12-21","2025","2025-11","116","112.5136","104.87","0.00","0","13051.58","13156.45","PA-0000493","112.5136","1","1","0.00","13051.58","116","114","2","1","1","98.28","115.4074","225.03","2025-12-30","9","0"
